UID,lat,lon,FIPS
84016071,42.1949428,-112.5407838,16071
84016073,42.58016894,-116.1693871,16073
84016075,44.00545243,-116.7647695,16075
84016077,42.69254894,-112.8395742,16077
84016079,47.35364087,-115.8916749,16079
84016081,43.75303583,-111.2056773,16081
84016083,42.35440512,-114.6685381,16083
84016085,44.76728382,-115.5676773,16085
84016087,44.45275475,-116.7847688,16087
84017001,39.98815591,-91.18786813,17001
84017003,37.18049267,-89.32910838,17003
84017005,38.88829622,-89.43534887,17005
84017007,42.32359279,-88.82345779,17007
84017009,39.96209138,-90.75068024,17009
84017011,41.40385234,-89.5283051,17011
84017013,39.16840183,-90.66330078,17013
84017015,42.06823429,-89.93395545,17015
84017017,39.96991073,-90.24734436,17017
84017019,40.13919438,-88.20046615,17019
84017021,39.54581621,-89.27780482,17021
84017023,39.33425789,-87.78705622,17023
84017025,38.75388572,-88.48914513,17025
84017027,38.60704876,-89.42385254,17027
84017029,39.51949084,-88.22358557,17029
84017031,41.84144849,-87.81658794,17031
84017033,39.0032229,-87.75954624,17033
84017035,39.27432424,-88.2401158,17035
84017037,41.89373302,-88.76958483,17037
84017039,40.17514519,-88.90959682,17039
84017041,39.76768052,-88.21854195,17041
84017043,41.85116968,-88.08642662,17043
84017045,39.6809186,-87.74759563,17045
84017047,38.41353228,-88.05720863,17047
84017049,39.05935711,-88.58969584,17049
84017051,39.00072038,-89.02452658,17051
84017053,40.59706922,-88.22350769,17053
84017055,37.99189086,-88.92567818,17055
84017057,40.47289135,-90.20862357,17057
84017059,37.76430935,-88.22953869,17059
84017061,39.35907414,-90.388865,17061
84017063,41.28569601,-88.41905692,17063
84017065,38.08163641,-88.53883373,17065
84017067,40.40423981,-91.16313899,17067
84017069,37.51810645,-88.26873022,17069
84017071,40.81908672,-90.92491462,17071
84017073,41.3533994,-90.13296166,17073
84017075,40.74717633,-87.82466784,17075
84017077,37.78595185,-89.38232563,17077
84017079,39.01054275,-88.15437049,17079
84017081,38.29980057,-88.9240025,17081
84017083,39.08869046,-90.35393073,17083
84017085,42.36542373,-90.21094405,17085
84017087,37.45939802,-88.88165419,17087
84017089,41.93842729,-88.42861412,17089
84017091,41.13746989,-87.86205334,17091
84017093,41.59081014,-88.42869583,17093
84017095,40.93148779,-90.2133034,17095
84017097,42.3224907,-88.00367925,17097
84017099,41.3442613,-88.88633881,17099
84017101,38.71987914,-87.72884035,17101
84017103,41.74583951,-89.29977132,17103
84017105,40.89188292,-88.55784752,17105
84017107,40.12581572,-89.36638784,17107
84017109,40.45674722,-90.67775541,17109
84017111,42.32451172,-88.45248227,17111
84017113,40.48996987,-88.84621113,17113
84017115,39.86064913,-88.96342505,17115
84017117,39.26119767,-89.92424028,17117
84017119,38.83042506,-89.90422563,17119
84017121,38.64963204,-88.91899208,17121
84017123,41.0327901,-89.34510444,17123
84017125,40.23917274,-89.91824452,17125
84017127,37.22078441,-88.71036614,17127
84017129,40.02742725,-89.80246001,17129
84017131,41.20596782,-90.74290052,17131
84017133,38.27594376,-90.17761038,17133
84017135,39.23198845,-89.47809254,17135
84017137,39.71654544,-90.20255104,17137
84017139,39.64187451,-88.62099969,17139
84017141,42.04165196,-89.32184679,17141
84017143,40.78702156,-89.76078901,17143
84017145,38.08510853,-89.36856219,17145
84017147,40.01360584,-88.59319339,17147
84017149,39.62265059,-90.8877017,17149
84017151,37.41391284,-88.56152109,17151
84017153,37.22631423,-89.13085001,17153
84017155,41.2013541,-89.2869272,17155
84017157,38.05095369,-89.82512254,17157
84017159,38.71240969,-88.08475366,17159
84017161,41.46613806,-90.57042164,17161
84017163,38.46996033,-89.93063427,17163
84017165,37.75332999,-88.54119706,17165
84017167,39.75836914,-89.65872023,17167
84017169,40.1571798,-90.61114163,17169
84017171,39.6429169,-90.47814431,17171
84017173,39.39133527,-88.80611122,17173
84017175,41.09309773,-89.79745866,17175
84017177,42.35129217,-89.662598,17177
84017179,40.50716185,-89.51404662,17179
84017181,37.47119609,-89.25548938,17181
84017183,40.18417171,-87.73384359,17183
84017185,38.44272901,-87.84922065,17185
84017187,40.84925021,-90.6147432,17187
84017189,38.35309213,-89.40982703,17189
84017191,38.42955355,-88.42586459,17191
84017193,38.08706198,-88.17657461,17193
84017195,41.75509713,-89.91556058,17195
84017197,41.44619267,-87.97862712,17197
84017199,37.73033511,-88.92994027,17199
84017201,42.33641854,-89.16085327,17201
84017203,40.78579374,-89.20973757,17203
84018001,40.7457653,-84.93671406,18001
84018003,41.09194313,-85.06800636,18003
84018005,39.20744865,-85.89558181,18005
84018007,40.60626947,-87.31093999,18007
84018009,40.47388153,-85.32499702,18009
84018011,40.0509304,-86.46841646,18011
84018013,39.19605589,-86.22868909,18013
84018015,40.5807832,-86.56198812,18015
84018017,40.76135835,-86.34830753,18017
84018019,38.48015445,-85.70510334,18019
84018021,39.39561833,-87.11723506,18021
84018023,40.30319754,-86.47277257,18023
84018025,38.28814402,-86.44518825,18025
84018027,38.70186039,-87.07185406,18027
84018029,39.14647946,-84.97333539,18029
84018031,39.30712658,-85.50087166,18031
84018033,41.39804622,-84.99906934,18033
84018035,40.22787247,-85.39732772,18035
84018037,38.36597551,-86.8792417,18037
84018039,41.59761169,-85.85875695,18039
84018041,39.63684962,-85.17797541,18041
84018043,38.32117957,-85.90385377,18043
84018045,40.12361933,-87.24217689,18045
84018047,39.4142482,-85.06062647,18047
84018049,41.0469907,-86.26252745,18049
84018051,38.30393723,-87.58054938,18051
84018053,40.51587228,-85.65468702,18053
84018055,39.03630547,-86.96223202,18055
84018057,40.07306535,-86.05244729,18057
84018059,39.82304555,-85.77566351,18059
84018061,38.19467379,-86.10948271,18061
84018063,39.76719009,-86.51037283,18063
84018065,39.93029017,-85.39625719,18065
84018067,40.48527731,-86.11351892,18067
84018069,40.82907273,-85.48822092,18069
84018071,38.9091582,-86.03851889,18071
84018073,41.02078733,-87.11553319,18073
84018075,40.43781032,-85.00576229,18075
84018077,38.78576239,-85.43633383,18077
84018079,38.99588883,-85.62710784,18079
84018081,39.48994426,-86.10149107,18081
84018083,38.68861576,-87.4194665,18083
84018085,41.24521668,-85.86312322,18085
84018087,41.64232188,-85.42674232,18087
84018089,41.41874274,-87.38277575,18089
84018091,41.54366008,-86.74072188,18091
84018093,38.84112637,-86.48361629,18093
84018095,40.16143691,-85.71964711,18095
84018097,39.78163624,-86.13826325,18097
84018099,41.32467367,-86.26185087,18099
84018101,38.7099921,-86.80373186,18101
84018103,40.76940965,-86.045250480000007,18103
84018105,39.16130004,-86.52414358,18105
84018107,40.04034823,-86.89335024,18107
84018109,39.47899078,-86.44573375,18109
84018111,40.95610449,-87.39635768,18111
84018113,41.39672484,-85.41966713,18113
84018115,38.955305,-84.96515993,18115
84018117,38.5411892,-86.49523093,18117
84018119,39.31145587,-86.83900724,18119
84018121,39.77202286,-87.20375833,18121
84018123,38.07809328,-86.63741946,18123
84018125,38.40112197,-87.23574907,18125
84018127,41.45986947,-87.06848888,18127
84018129,38.02097333,-87.86480429,18129
84018131,41.04166107,-86.69890683,18131
84018133,39.66437981,-86.84517605,18133
84018135,40.15734772,-85.01139319,18135
84018137,39.10235626,-85.26212744,18137
84018139,39.62002287,-85.4655599,18139
84018141,41.61756781,-86.29040834,18141
84018143,38.68672078,-85.74627859,18143
84018145,39.52305623,-85.7915857,18145
84018147,38.01519732,-87.0079644,18147
84018149,41.27890281,-86.64686895,18149
84018151,41.64423868,-85.00101094,18151
84018153,39.08952258,-87.41414469,18153
84018155,38.82767338,-85.03022429,18155
84018157,40.38872739,-86.89413959,18157
84018159,40.31123252,-86.05234925,18159
84018161,39.62550777,-84.92497066,18161
84018163,38.02658833,-87.58763124,18163
84018165,39.8523352,-87.46160542,18165
84018167,39.42944561,-87.39169027,18167
84018169,40.84704239,-85.79328272,18169
84018171,40.34728141,-87.35602659,18171
84018173,38.08922676,-87.2716085,18173
84018175,38.60219804,-86.1049363,18175
84018177,39.8633444,-85.01044989,18177
84018179,40.72934187,-85.22132966,18179
84018181,40.74911165,-86.86492015,18181
84018183,41.13863784,-85.50791236,18183
84019001,41.33075609,-94.47105874,19001
84019003,41.02903567,-94.69932645,19003
84019005,43.28383218,-91.37860922,19005
84019007,40.74324454,-92.86865906,19007
84019009,41.6844628,-94.90581859,19009
84019011,42.08011739,-92.06463573,19011
84019013,42.4704581,-92.30524729,19013
84019015,42.03657094,-93.9313999,19015
84019017,42.77461496,-92.31795937,19017
84019019,42.4709188,-91.83510825,19019
84019021,42.73545875,-95.15100162,19021
84019023,42.73172833,-92.79015971,19023
84019025,42.38521079,-94.64046046,19025
84019027,42.03617207,-94.86032705,19027
84019029,41.33149454,-94.92792482,19029
84019031,41.77233777,-91.13246684,19031
84019033,43.08177563,-93.2612239,19033
84019035,42.73538914,-95.62389402,19035
84019037,43.06001295,-92.31773347,19037
84019039,41.02868181,-93.78499767,19039
84019041,43.08247182,-95.15096481,19041
84019043,42.84443388,-91.34133693,19043
84019045,41.89981633,-90.53275096,19045
84019047,42.03718237,-95.3819718,19047
84019049,41.68560356,-94.04127625,19049
84019051,40.74773536,-92.41005468,19051
84019053,40.73742757,-93.78645949,19053
84019055,42.47104597,-91.3664492,19055
84019057,40.92012606,-91.18326592,19057
84019059,43.37787725,-95.1510206,19059
84019061,42.46815349,-90.88181925,19061
84019063,43.37782951,-94.67858943,19063
84019065,42.86271799,-91.8441231,19065
84019067,43.0600053,-92.78940097,19067
84019069,42.73270384,-93.26256925,19069
84019071,40.7454272,-95.60129045,19071
84019073,42.03614551,-94.39658081,19073
84019075,42.40183723,-92.78829551,19075
84019077,41.68378965,-94.50111014,19077
84019079,42.38382428,-93.70197703,19079
84019081,43.08178477,-93.73454884,19081
84019083,42.38353877,-93.23654611,19083
84019085,41.68330137,-95.81558439,19085
84019087,40.98767962,-91.54436349,19087
84019089,43.35671042,-92.31702714,19089
84019091,42.7764426,-94.20722537,19091
84019093,42.38696136,-95.51355387,19093
84019095,41.68630265,-92.0643373,19095
84019097,42.17178824,-90.57354837,19097
84019099,41.68576082,-93.05567785,19099
84019101,41.03192394,-91.94849466,19101
84019103,41.67169354,-91.58754744,19103
84019105,42.12118609,-91.13139641,19105
84019107,41.33649833,-92.1785067,19107
84019109,43.20405458,-94.20691791,19109
84019111,40.64181461,-91.48183025,19111
84019113,42.07923082,-91.59809485,19113
84019115,41.21842119,-91.26102611,19115
84019117,41.02958964,-93.32780803,19117
84019119,43.38107862,-96.20926845,19119
84019121,41.33081904,-94.01554631,19121
84019123,41.33521503,-92.64083907,19123
84019125,41.33445101,-93.09934783,19125
84019127,42.03586837,-92.9990819,19127
84019129,41.03299766,-95.61920963,19129
84019131,43.35638371,-92.78887719,19131
84019133,42.05220391,-95.95743843,19133
84019135,41.02988815,-92.8690667,19135
84019137,41.03018714,-95.15642896,19137
84019139,41.48370744,-91.1121697,19139
84019141,43.08310673,-95.62474482,19141
84019143,43.37824276,-95.62422844,19143
84019145,40.7393172,-95.1497813,19145
84019147,43.08193849,-94.67824621,19147
84019149,42.737633,-96.21366621,19149
84019151,42.73420133,-94.67862564,19151
84019153,41.68679484,-93.57767461,19153
84019155,41.33640314,-95.53907776,19155
84019157,41.68625425,-92.53155731,19157
84019159,40.73518949,-94.24368535,19159
84019161,42.38624071,-95.10547892,19161
84019163,41.63935978,-90.61959493,19163
84019165,41.6850066,-95.31015553,19165
84019167,43.08221074,-96.1767568,19167
84019169,42.03621213,-93.46499005,19169
84019171,42.07991767,-92.53266945,19171
84019173,40.73710579,-94.69778563,19173
84019175,41.0277278,-94.24234847,19175
84019177,40.75326764,-91.95017958,19177
84019179,41.03064984,-92.40954728,19179
84019181,41.33559454,-93.56007641,19181
84019183,41.33577126,-91.71725711,19183
84019185,40.73969028,-93.32752197,19185
84019187,42.42853483,-94.17987389,19187
84019189,43.37751174,-93.73407298,19189
84019191,43.29094334,-91.84422722,19191
84019193,42.38979414,-96.0459439,19193
84019195,43.37750768,-93.26087602,19195
84019197,42.73305373,-93.73515113,19197
84020001,37.88582951,-95.30030847,20001
84020003,38.21413251,-95.29272815,20003
84020005,39.53185661,-95.30870026,20005
84020007,37.2288586,-98.68460053,20007
84020009,38.47889676,-98.75636726,20009
84020011,37.85508555,-94.84865997,20011
84020013,39.82652589,-95.56421698,20013
84020015,37.78134351,-96.83878537,20015
84020017,38.30292938,-96.59563862,20017
84020019,37.14994405,-96.2454192,20019
84020021,37.16928494,-94.8462897,20021
84020023,39.78580976,-101.7318201,20023
84020025,37.23577007,-99.81883015,20025
84020027,39.34948772,-97.16518128,20027
84020029,39.48028352,-97.64925343,20029
84020031,38.2365018,-95.73379515,20031
84020033,37.1911452,-99.27113247,20033
84020035,37.23781842,-96.83776647,20035
84020037,37.50675523,-94.85245778,20037
84020039,39.78468441,-100.4594081,20039
84020041,38.86600962,-97.15532383,20041
84020043,39.79067154,-95.14056866,20043
84020045,38.88503636,-95.2925121,20045
84020047,37.88735543,-99.31263309,20047
84020049,37.45338105,-96.24369667,20049
84020051,38.91458712,-99.31751551,20051
84020053,38.69677695,-98.20462799,20053
84020055,38.04340344,-100.7381938,20055
84020057,37.69200114,-99.88825298,20057
84020059,38.56443815,-95.28644341,20059
84020061,38.99871131,-96.7577178,20061
84020063,38.91588178,-100.4829321,20063
84020065,39.34987223,-99.88332493,20065
84020067,37.56227336,-101.3079758,20067
84020069,37.73836671,-100.4369088,20069
84020071,38.4808095,-101.8061079,20071
84020073,37.8774388,-96.23250453,20073
84020075,37.99978709,-101.7921066,20075
84020077,37.19175361,-98.07578384,20077
84020079,38.04293782,-97.42747573,20079
84020081,37.5620394,-100.8710738,20081
84020083,38.08780079,-99.89829881,20083
84020085,39.41673394,-95.79356799,20085
84020087,39.2347941,-95.38289232,20087
84020089,39.78470589,-98.21820662,20089
84020091,38.88548175,-94.82250877,20091
84020093,38.00017981,-101.321681,20093
84020095,37.55909527,-98.13638678,20095
84020097,37.55848695,-99.2856537,20097
84020099,37.19113093,-95.29849679,20099
84020101,38.48119447,-100.4660754,20101
84020103,39.20183497,-95.03620809,20103
84020105,39.04549684,-98.20756994,20105
84020107,38.21267844,-94.84254089,20107
84020109,38.91735806,-101.148475,20109
84020111,38.45576156,-96.15275715,20111
84020113,38.39184858,-97.64769869,20113
84020115,38.35855394,-97.0985251,20115
84020117,39.78359669,-96.52278974,20117
84020119,37.23859987,-100.364831,20119
84020121,38.56383358,-94.83832189,20121
84020123,39.39331582,-98.20906732,20123
84020125,37.19236568,-95.74329258,20125
84020127,38.68827511,-96.65128437,20127
84020129,37.19141121,-101.7992519,20129
84020131,39.78345387,-96.01392079,20131
84020133,37.55862897,-95.30670046,20133
84020135,38.47974157,-99.91547333,20135
84020137,39.78443827,-99.90286639,20137
84020139,38.65235984,-95.72707998,20139
84020141,39.3503437,-98.76753828,20141
84020143,39.13237408,-97.65020313,20143
84020145,38.18108732,-99.23692334,20145
84020147,39.78465501,-99.34668865,20147
84020149,39.37925655,-96.34564657,20149
84020151,37.64780729,-98.73922153,20151
84020153,39.78525843,-101.0761617,20153
84020155,37.95230263,-98.08607292,20155
84020157,39.82799632,-97.65036709,20157
84020159,38.34616184,-98.19992118,20159
84020161,39.28935726,-96.73420026,20161
84020163,39.35022773,-99.32484567,20163
84020165,38.52275276,-99.30863983,20165
84020167,38.91462787,-98.76254297,20167
84020169,38.78369175,-97.65185177,20169
84020171,38.48222076,-100.9066539,20171
84020173,37.6842718,-97.4608198,20173
84020175,37.19324632,-100.8507201,20175
84020177,39.04100763,-95.7557264,20177
84020179,39.35018161,-100.4418259,20179
84020181,39.35147699,-101.7197624,20181
84020183,39.78516566,-98.78566062,20183
84020185,38.03100851,-98.71762001,20185
84020187,37.56304714,-101.7843534,20187
84020189,37.1923008,-101.3118967,20189
84020191,37.23682549,-97.47721621,20191
84020193,39.35107575,-101.0553705,20193
84020195,38.91467218,-99.87284448,20195
84020197,38.95471985,-96.20350509,20197
84020199,38.91686134,-101.7638876,20199
84020201,39.78420784,-97.0875323,20201
84020203,38.48178252,-101.3471509,20203
84020205,37.55937174,-95.74323255,20205
84020207,37.8865336,-95.74006277,20207
84020209,39.11727348,-94.76378225,20209
84021001,37.10459774,-85.28129668,21001
84021003,36.75197631,-86.19457544,21003
84021005,38.00671029,-84.99171713,21005
84021007,37.05842757,-88.99427697,21007
84021009,36.96469836,-85.93338945,21009
84021011,38.14735938,-83.74588932,21011
84021013,36.73355174,-83.67766671,21013
84021015,38.97065142,-84.72615357,21015
84021017,38.2054607,-84.21827874,21017
84021019,38.36176608,-82.686521870000007,21019
84021021,37.62680923,-84.8633779,21021
84021023,38.69158994,-84.08532444,21023
84021025,37.52333168,-83.31959161,21025
84021027,37.77377239,-86.42885017,21027
84021029,37.97162523,-85.68955617,21029
84021031,37.20946153,-86.68748787,21031
84021033,37.14749129,-87.86948214,21033
84021035,36.62093411,-88.2731593,21035
84021037,38.94384345,-84.37875208,21037
84021039,36.85372876,-88.9669222,21039
84021041,38.66599534,-85.12601074,21041
84021043,38.31690743,-83.05092385,21043
84021045,37.32533118,-84.92726209,21045
84021047,36.89267803,-87.49055367,21047
84021049,37.9689263,-84.14615986,21049
84021051,37.16451126,-83.712575,21051
84021053,36.72581156,-85.13377529,21053
84021055,37.35839237,-88.0882609,21055
84021057,36.78926125,-85.39050034,21057
84021059,37.73028906,-87.0901948,21059
84021061,37.21218923,-86.23955613,21061
84021063,38.11624059,-83.09771563,21063
84021065,37.69241417,-83.95956369,21065
84021067,38.0368225,-84.45576892,21067
84021069,38.36758311,-83.69657514,21069
84021071,37.56213922,-82.74750924,21071
84021073,38.2379395,-84.87962551,21073
84021075,36.55238827,-89.20140068,21075
84021077,38.75398691,-84.8558382,21077
84021079,37.6388668,-84.53289319,21079
84021081,38.64962758,-84.62415957,21081
84021083,36.72292505,-88.65143315,21083
84021085,37.46231118,-86.34248968,21085
84021087,37.26484328,-85.5540745,21087
84021089,38.54332505,-82.9215658,21089
84021091,37.83766422,-86.78280584,21091
84021093,37.6976111,-85.96319251,21093
84021095,36.85699301,-83.21899516,21095
84021097,38.44188174,-84.32869741,21097
84021099,37.29943898,-85.88461055,21099
84021101,37.79344553,-87.57392021,21101
84021103,38.44942688,-85.11587507,21103
84021105,36.6794808,-88.97875928,21105
84021107,37.30939025,-87.54670406,21107
84021109,37.41866422,-83.99825483,21109
84021111,38.18664655,-85.65931031,21111
84021113,37.87119786,-84.58252003,21113
84021115,37.85106355,-82.8264322,21115
84021117,38.93950319,-84.53241199,21117
84021119,37.35388197,-82.94981134,21119
84021121,36.89225732,-83.85403396,21121
84021123,37.54567114,-85.70138352,21123
84021125,37.10975748,-84.11321779,21125
84021127,38.07136018,-82.72882223,21127
84021129,37.59645942,-83.71513901,21129
84021131,37.09246661,-83.37999606,21131
84021133,37.12306748,-82.85346474,21133
84021135,38.53184419,-83.37735618,21135
84021137,37.45475628,-84.6565327,21137
84021139,37.21137452,-88.34797529,21139
84021141,36.85949479,-86.877635,21141
84021143,37.02080035,-88.07886257,21143
84021145,37.05350953,-88.70445755,21145
84021147,36.73874143,-84.48102924,21147
84021149,37.5301951,-87.26803443,21149
84021151,37.71659336,-84.27220275,21151
84021153,37.70820545,-83.0657714,21153
84021155,37.55218078,-85.26898542,21155
84021157,36.8800707,-88.32803576,21157
84021159,37.79990579,-82.51247478,21159
84021161,38.59471935,-83.82151043,21161
84021163,37.96163597,-86.21028219,21163
84021165,37.94090733,-83.59985712,21165
84021167,37.81474237,-84.87488475,21167
84021169,36.99459295,-85.63123699,21169
84021171,36.71225341,-85.71596443,21171
84021173,38.03253032,-83.9145241,21173
84021175,37.92465657,-83.25558245,21175
84021177,37.21425819,-87.14632053,21177
84021179,37.80335779,-85.4657193,21179
84021181,38.33342292,-84.01889177,21181
84021183,37.47751843,-86.85368087,21183
84021185,38.39791089,-85.448222,21185
84021187,38.51679143,-84.82404619,21187
84021189,37.42823949,-83.68811419,21189
84021191,38.69607718,-84.35599463,21191
84021193,37.25023553,-83.22922731,21193
84021195,37.47088263,-82.39487445,21195
84021197,37.83218794,-83.82553961,21197
84021199,37.10466131,-84.57629079,21199
84021201,38.51923469,-84.05055616,21201
84021203,37.36642393,-84.31176452,21203
84021205,38.19484205,-83.42088935,21205
84021207,36.99308373,-85.06070117,21207
84021209,38.29622293,-84.5816631,21209
84021211,38.21476019,-85.194223,21211
84021213,36.74058474,-86.58047435,21213
84021215,38.03223971,-85.32749335,21215
84021217,37.3677562,-85.3329931,21217
84021219,36.8381152,-87.17878374,21219
84021221,36.80767017,-87.87333656,21221
84021223,38.61056487,-85.33775972,21223
84021225,37.66166713,-87.94300009,21225
84021227,36.99903045,-86.42672751,21227
84021229,37.75599461,-85.17407732,21229
84021231,36.80310688,-84.8251971,21231
84021233,37.52168356,-87.67989953,21233
84021235,36.75700531,-84.14541217,21235
84021237,37.73941626,-83.49303612,21237
84021239,38.04178222,-84.7417556,21239
84022001,30.2950649,-92.41419698,22001
84022003,30.65385745,-92.82442028,22003
84022005,30.20406249,-90.9132841,22005
84022007,29.89946234,-91.06461642,22007
84022009,31.07796211,-92.00079449,22009
84022011,30.64836518,-93.34173616,22011
84022013,32.34569994,-93.05398492,22013
84022015,32.67932307,-93.60460152,22015
84022017,32.57991587,-93.88375652,22017
84022019,30.22931235,-93.35400434,22019
84022021,32.0902519,-92.11752148,22021
84022023,29.87592238,-93.19310676,22023
84022025,31.66778967,-91.84526385,22025
84022027,32.82308512,-92.99526883,22027
84022029,31.44817835,-91.63814433,22029
84022031,32.05457447,-93.74130302,22031
84022033,30.53842039,-91.09777565,22033
84022035,32.73926954,-91.23425694,22035
84022037,30.84425359,-91.04976723,22037
84022039,30.72985248,-92.39915924,22039
84022041,32.13675181,-91.67589857,22041
84022043,31.59882456,-92.56124347,22043
84022045,29.86803617,-91.75871777,22045
84022047,30.25734305,-91.3499598,22047
84022049,32.30251776,-92.55692092,22049
84022051,29.74075478,-90.11115756,22051
84022053,30.26896765,-92.81210004,22053
84022055,30.2049055,-92.06959876,22055
84022057,29.52470226,-90.40976986,22057
84022059,31.67884782,-92.15907765,22059
84022061,32.6003154,-92.6659741,22061
84022063,30.44143993,-90.73061664,22063
84022065,32.36918118,-91.23973355,22065
84022067,32.81686191,-91.80421614,22067
84022069,31.72321584,-93.09816516,22069
84022071,30.06971951,-89.92660315,22071
84022073,32.47645559,-92.15704172,22073
84022075,29.42245447,-89.60322085,22075
84022077,30.71409502,-91.60209535,22077
84022079,31.19778499,-92.52997303,22079
84022081,32.09530039,-93.34213308,22081
84022083,32.41391005,-91.76634876,22083
84022085,31.56388699,-93.55433981,22085
84022087,29.87761636,-89.51887093,22087
84022089,29.90709658,-90.35555967,22089
84022091,30.82210324,-90.71013176,22091
84022093,30.02531716,-90.80212061,22093
84022095,30.12597499,-90.4753503,22095
84022097,30.59724262,-92.00135806,22097
84022099,30.13112107,-91.61403569,22099
84022101,29.69262097,-91.44702164,22101
84022103,30.40942847,-89.95642711,22103
84022105,30.62888673,-90.40664996,22105
84022107,32.00760749,-91.32915234,22107
84022109,29.37343766,-90.82626855,22109
84022111,32.83121059,-92.3749373,22111
84022113,29.83517605,-92.30292538,22113
84022115,31.10884837,-93.18153838,22115
84022117,30.85288548,-90.03866652,22117
84022119,32.70847669,-93.33121835,22119
84022121,30.46058217,-91.30989571,22121
84022123,32.78550125,-91.461201,22123
84022125,30.87882871,-91.4148538,22125
84022127,31.94449367,-92.63789413,22127
84023001,44.1664747,-70.20380627,23001
84023003,46.65926321,-68.59841248,23003
84023005,43.8370751,-70.37226999,23005
84023007,44.97330019,-70.44381045,23007
84023009,44.59816444,-68.38401854,23009
84023011,44.40759555,-69.76738544,23011
84023013,44.11486325,-69.10529169,23013
84023015,44.05996956,-69.54227124,23015
84023017,44.49952995,-70.75682123,23017
84023019,45.40194593,-68.65020455,23019
84023021,45.83839062,-69.2860223,23021
84023023,43.95415864,-69.85074999,23023
84023025,45.51229767,-69.95995554,23025
84023027,44.4858305,-69.12061935,23027
84023029,45.01607142,-67.62813524,23029
84023031,43.47808377,-70.71052375,23031
84024001,39.62357628,-78.69280486,24001
84024003,39.00670238,-76.60329337,24003
84024005,39.45784712,-76.62911955,24005
84024009,38.53961642,-76.56820632,24009
84024011,38.87172293,-75.82904158,24011
84024013,39.56453592,-77.02373735,24013
84024015,39.56647682,-75.94627411,24015
84024017,38.51092331,-76.98580666,24017
84024019,38.45413522,-76.02752426,24019
84024021,39.47296601,-77.39999394,24021
84024023,39.52786077,-79.27355126,24023
84024025,39.55010644,-76.3077594,24025
84024027,39.25305293,-76.93126208,24027
84024029,39.249762080000004,-76.04741541,24029
84024031,39.13676329,-77.20358245,24031
84024033,38.83070039,-76.8496441,24033
84024035,39.06198912,-76.03530977,24035
84024037,38.30058422,-76.6062928,24037
84024039,38.1163542,-75.75118623,24039
84024041,38.76618159,-76.10882561,24041
84024043,39.60835778,-77.82002295,24043
84024045,38.37301947,-75.62705831,24045
84024047,38.21274277,-75.33200012,24047
84024510,39.30211911,-76.61151012,24510
84025001,41.72980578,-70.28854339,25001
84025003,42.37428441,-73.20524838,25003
84025005,41.79228404,-71.10872211,25005
84025007,41.40674725,-70.68763497,25007
84025009,42.6687626,-70.94687179,25009
84025011,42.58119713,-72.58602547,25011
84025013,42.13440424,-72.63235561,25013
84025015,42.33997957,-72.65898478,25015
84025017,42.48607732,-71.39049229,25017
84025019,41.2942019,-70.08774729,25019
84025021,42.16073095,-71.20530408,25021
84025023,41.94070556,-70.80802823,25023
84025025,42.3279514,-71.07850442,25025
84025027,42.35026951,-71.90493363,25027
84026001,44.6846864,-83.59507875,26001
84026003,46.41292944,-86.60260122,26003
84026005,42.59147037,-85.89102866,26005
84026007,45.03477666,-83.62212411,26007
84026009,44.99690221,-85.15503082,26009
84026011,44.0636262,-83.89277559,26011
84026013,46.6720582,-88.36363591,26013
84026015,42.59513984,-85.30834519,26015
84026017,43.70639106,-83.98731479,26017
84026019,44.63899297,-86.01608482,26019
84026021,41.95447397,-86.4131308,26021
84026023,41.91600556,-85.05929476,26023
84026025,42.24633834,-85.00493569,26025
84026027,41.91522292,-85.99405727,26027
84026029,45.37790017,-85.19614053,26029
84026031,45.44787015,-84.50122149,26031
84026033,46.29552653,-84.54353449,26033
84026035,43.98794227,-84.8481986,26035
84026037,42.94400871,-84.60145248,26037
84026039,44.68255561,-84.61006219,26039
84026041,45.9048491,-86.9080745,26041
84026043,46.00999672,-87.86961634,26043
84026045,42.59599185,-84.83740035,26045
84026047,45.52625509,-84.89083249,26047
84026049,43.02244215,-83.70589709,26049
84026051,43.98901072,-84.38774817,26051
84026053,46.40862701,-89.69377193,26053
84026055,44.69565625,-85.55585247,26055
84026057,43.29265605,-84.60505416,26057
84026059,41.88753639,-84.59312019,26059
84026061,46.89988536,-88.68495385,26061
84026063,43.83353985,-83.04078453,26063
84026065,42.59716886,-84.37472069,26065
84026067,42.94502238,-85.07413319,26067
84026069,44.35486835,-83.63484895,26069
84026071,46.20974132,-88.53136251,26071
84026073,43.64060976,-84.84664923,26073
84026075,42.24807035,-84.42258681,26075
84026077,42.24542231,-85.53038622,26077
84026079,44.68512729,-85.09085699,26079
84026081,43.03197711,-85.54934642,26081
84026083,47.63197653,-88.41434263,26083
84026085,43.99050893,-85.802173,26085
84026087,43.09052506,-83.22153148,26087
84026089,44.94430054,-85.80150326,26089
84026091,41.89475156,-84.06603727,26091
84026093,42.60302282,-83.91297209,26093
84026095,46.47227431,-85.54471223,26095
84026097,46.07028979,-85.04980537,26097
84026099,42.69158356,-82.92752801,26099
84026101,44.33352407,-86.05626916,26101
84026103,46.4338914,-87.64043701,26103
84026105,43.99509218,-86.24988902,26105
84026107,43.64064262,-85.32463223,26107
