UID,lat,lon,FIPS
84026109,45.58038692,-87.55370409,26109
84026111,43.64330771,-84.38804374,26111
84026113,44.33772443,-85.09256478,26113
84026115,41.92734151,-83.53749864,26115
84026117,43.31082541,-85.15252824,26117
84026119,45.0275929,-84.12696227,26119
84026121,43.29123859,-86.15176712,26121
84026123,43.554374,-85.80070107,26123
84026125,42.66090111,-83.38595416,26125
84026127,43.64124435,-86.26726673,26127
84026129,44.33481032,-84.12725175,26129
84026131,46.6652262,-89.31390481,26131
84026133,43.98992088,-85.32566756,26133
84026135,44.68192279,-84.12939244,26135
84026137,45.02085831,-84.59898295,26137
84026139,42.95996803,-85.9969107,26139
84026141,45.34018577,-83.91498656,26141
84026143,44.33473082,-84.61067651,26143
84026145,43.33433923,-84.0513121,26145
84026147,42.92655373,-82.67937954,26147
84026149,41.91441767,-85.52797979,26149
84026151,43.42406072,-82.82055898,26151
84026153,46.19235734,-86.19972234,26153
84026155,42.953928,-84.14585902,26155
84026157,43.46606813,-83.41897025,26157
84026159,42.25190229,-86.01939087,26159
84026161,42.253105,-83.83853204,26161
84026163,42.28098405,-83.281255,26163
84026165,44.33853602,-85.57712739,26165
84027001,46.60962049,-93.4116826,27001
84027003,45.27476015,-93.24604565,27003
84027005,46.93479392,-95.67158144,27005
84027007,47.97373527,-94.93732139,27007
84027009,45.69804958,-93.99514135,27009
84027011,45.42712824,-96.41403739,27011
84027013,44.03554215,-94.06699781,27013
84027015,44.24205652,-94.72562874,27015
84027017,46.59180601,-92.67601019,27017
84027019,44.82017001,-93.8009918,27019
84027021,46.95043611,-94.32603968,27021
84027023,45.02343421,-95.56403693,27023
84027025,45.5021011,-92.90861945,27025
84027027,46.89289518,-96.48761922,27027
84027029,47.57992111,-95.37790562,27029
84027031,47.90504893,-90.52629546,27031
84027033,44.00715262,-95.18138802,27033
84027035,46.48096553,-94.06755609,27035
84027037,44.67172617,-93.06299363,27037
84027039,44.02238415,-92.86244324,27039
84027041,45.93348491,-95.45335469,27041
84027043,43.67381499,-93.94787458,27043
84027045,43.67394126,-92.08980382,27045
84027047,43.67385583,-93.34884422,27047
84027049,44.40849741,-92.7234195,27049
84027051,45.93424769,-96.01139609,27051
84027053,45.00761521,-93.47694895,27053
84027055,43.67129565,-91.49143057,27055
84027057,47.10778564,-94.91693868,27057
84027059,45.56181234,-93.29487636,27059
84027061,47.51009045,-93.63092229,27061
84027063,43.67423373,-95.15398258,27063
84027065,45.9459309,-93.29275192,27065
84027067,45.1526059,-95.00586446,27067
84027069,48.77754106,-96.78317184,27069
84027071,48.245396650000004,-93.78352843,27071
84027073,44.9973857,-96.17488219,27073
84027075,47.64270764,-91.44557998,27075
84027077,48.77217001,-94.90274472,27077
84027079,44.37136597,-93.72844721,27079
84027081,44.41311883,-96.26688165,27081
84027083,44.41327865,-95.83806103,27083
84027085,44.82367677,-94.27287017,27085
84027087,47.32557075,-95.80921485,27087
84027089,48.35825983,-96.37017407,27089
84027091,43.67429718,-94.55099908,27091
84027093,45.12328869,-94.52839455,27093
84027095,45.93705297,-93.63236823,27095
84027097,46.01265363,-94.27341528,27097
84027099,43.67142874,-92.75234549,27099
84027101,44.02216709,-95.76328482,27101
84027103,44.35291112,-94.24710352,27103
84027105,43.67434621,-95.75329576,27105
84027107,47.32628443,-96.45620947,27107
84027109,44.00374114,-92.40209944,27109
84027111,46.40846929,-95.70835255,27111
84027113,48.06642577,-96.0370814,27113
84027115,46.12105238,-92.74070188,27115
84027117,44.02301619,-96.25841142,27117
84027119,47.77372465,-96.401346469999993,27119
84027121,45.58606667,-95.44451209,27121
84027123,45.01625271,-93.09872295,27123
84027125,47.87197525,-96.09561104,27125
84027127,44.40555844,-95.25207021,27127
84027129,44.72836381,-94.94553734,27129
84027131,44.3543376,-93.29658715,27131
84027133,43.67482683,-96.25296832,27133
84027135,48.77501878,-95.81079919,27135
84027137,47.6048407,-92.46879855,27137
84027139,44.6490231,-93.53340251,27139
84027141,45.44447208,-93.77617511,27141
84027143,44.5796592,-94.23164924,27143
84027145,45.55192576,-94.61078221,27145
84027147,44.02240351,-93.22627088,27147
84027149,45.58613007,-96.00163705,27149
84027151,45.2829032,-95.68264092,27151
84027153,46.06996226,-94.89785296,27153
84027155,45.77298854,-96.47062949,27155
84027157,44.28424356,-92.23121312,27157
84027159,46.58589171,-94.96968506,27159
84027161,44.02211116,-93.58720034,27161
84027163,45.03864533,-92.88429635,27163
84027165,43.97823903,-94.61413846,27165
84027167,46.35721532,-96.4684375,27167
84027169,43.98772283,-91.78081305,27169
84027171,45.17297924,-93.96234781,27171
84027173,44.71710183,-95.86842453,27173
84028001,31.47669768,-91.35326037,28001
84028003,34.88084463,-88.57996173,28003
84028005,31.17467303,-90.80501621,28005
84028007,33.08658803,-89.57838564,28007
84028009,34.81681228,-89.18945516,28009
84028011,33.79696941,-90.87372121,28011
84028013,33.93683395,-89.33686647,28013
84028015,33.44834567,-89.91994479,28015
84028017,33.91983202,-88.9481545,28017
84028019,33.34598242,-89.24809382,28019
84028021,31.97061673,-90.90702196,28021
84028023,32.04158545,-88.6889622,28023
84028025,33.65358105,-88.77784255,28025
84028027,34.22772299,-90.60415045,28027
84028029,31.86977774,-90.44565118,28029
84028031,31.63225413,-89.55389939,28031
84028033,34.87625235,-89.99091418,28033
84028035,31.18961454,-89.25832496,28035
84028037,31.47786634,-90.89672989,28037
84028039,30.86259065,-88.64436789,28039
84028041,31.21444233,-88.63922281,28041
84028043,33.77036166,-89.80245083,28043
84028045,30.41830223,-89.48851033,28045
84028047,30.51359752,-89.12467576,28047
84028049,32.2656285,-90.44435448,28049
84028051,33.12345854,-90.08923538,28051
84028053,33.12825718,-90.52252707,28053
84028055,32.72531359,-90.97392828,28055
84028057,34.27993475,-88.3606733,28057
84028059,30.54020656,-88.64184064,28059
84028061,32.01922104,-89.11786866,28061
84028063,31.73397872,-91.03764977,28063
84028065,31.56884708,-89.8267099,28065
84028067,31.62257767,-89.168969,28067
84028069,32.75462946,-88.64105766,28069
84028071,34.35687874,-89.48490961,28071
84028073,31.20572971,-89.5077704,28073
84028075,32.40419769,-88.66229662,28075
84028077,31.55147224,-90.10841127,28077
84028079,32.7536828,-89.52402044,28079
84028081,34.2918775,-88.68149954,28081
84028083,33.55545125,-90.29900733,28083
84028085,31.53288662,-90.45391915,28085
84028087,33.47386518,-88.4419153,28087
84028089,32.63389156,-90.03513564,28089
84028091,31.23132643,-89.8209217,28091
84028093,34.76216286,-89.50299462,28093
84028095,33.89236763,-88.4808438,28095
84028097,33.49419589,-89.61729103,28097
84028099,32.75339664,-89.11726492,28099
84028101,32.40021118,-89.11843336,28101
84028103,33.11009499,-88.56949061,28103
84028105,33.42491685,-88.87905132,28105
84028107,34.36398677,-89.95064249,28107
84028109,30.77090935,-89.58677275,28109
84028111,31.17161885,-88.99281835,28111
84028113,31.17507789,-90.40392572,28113
84028115,34.226046,-89.03636807,28115
84028117,34.61810501,-88.51986294,28117
84028119,34.25157572,-90.28908,28119
84028121,32.26469147,-89.94537876,28121
84028123,32.4067041,-89.53789439,28123
84028125,32.88149103,-90.8159538,28125
84028127,31.91282117,-89.91716179,28127
84028129,32.01744532,-89.50644846,28129
84028131,30.79187949,-89.11547539,28131
84028133,33.60192578,-90.58882684,28133
84028135,33.95339918,-90.1729398,28135
84028137,34.65133709,-89.94485778,28137
84028139,34.76872156,-88.90988194,28139
84028141,34.74023475,-88.23917219,28141
84028143,34.64967704,-90.37481167,28143
84028145,34.49162015,-89.00776006,28145
84028147,31.14971548,-90.10446654,28147
84028149,32.35810271,-90.83352619,28149
84028151,33.28392041,-90.94196237,28151
84028153,31.64135687,-88.69573913,28153
84028155,33.61300486,-89.28392912,28155
84028157,31.16078225,-91.31018819,28157
84028159,33.08747908,-89.03391385,28159
84028161,34.02824175,-89.7076205,28161
84028163,32.77890365,-90.39656148,28163
84029001,40.19058551,-92.60078167,29001
84029003,39.98492163,-94.80163024,29003
84029005,40.43238737,-95.42970639,29005
84029007,39.215877,-91.84242683,29007
84029009,36.70978521,-93.82919888,29009
84029011,37.50207671,-94.34757022,29011
84029013,38.25271289,-94.34113157,29013
84029015,38.29503305,-93.28756116,29015
84029017,37.32449052,-90.02725304,29017
84029019,38.99186229,-92.30723575,29019
84029021,39.65816401,-94.80138942,29021
84029023,36.71462476,-90.40421163,29023
84029025,39.65620858,-93.98308093,29025
84029027,38.83674754,-91.92186505,29027
84029029,38.02199522,-92.76083747,29029
84029031,37.38489388,-89.6843587,29031
84029033,39.42762566,-93.50626255,29033
84029035,36.94160441,-90.96051322,29035
84029037,38.64789422,-94.353399,29037
84029039,37.72391475,-93.85445441,29039
84029041,39.51499357,-92.9629191,29041
84029043,36.9711783,-93.18537118,29043
84029045,40.41040752,-91.73661677,29045
84029047,39.31132056,-94.41850862,29047
84029049,39.6013098,-94.40465394,29049
84029051,38.50455671,-92.27860244,29051
84029053,38.844478,-92.80896081,29053
84029055,37.97663738,-91.30528104,29055
84029057,37.431814,-93.8503345,29057
84029059,37.6811355,-93.02127031,29059
84029061,39.96145298,-93.98519678,29061
84029063,39.89201062,-94.40476508,29063
84029065,37.60663134,-91.50790473,29065
84029067,36.9325593,-92.49905109,29067
84029069,36.27167174,-90.09122243,29069
84029071,38.41127108,-91.07522826,29071
84029073,38.43947277,-91.50847147,29073
84029075,40.21097916,-94.40944419,29075
84029077,37.2575872,-93.34230916,29077
84029079,40.11406587,-93.56509276,29079
84029081,40.35570088,-93.99222144,29081
84029083,38.38482826,-93.79293734,29083
84029085,37.94163617,-93.3203037,29085
84029087,40.09799248,-95.2163888,29087
84029089,39.1435761,-92.69756691,29089
84029091,36.77383887,-91.88683935,29091
84029093,37.55487945,-90.7735296,29093
84029095,39.01002188,-94.34724536,29095
84029097,37.20351921,-94.34050458,29097
84029099,38.25926778,-90.53870896,29099
84029101,38.74719601,-93.80691168,29101
84029103,40.12699751,-92.14780832,29103
84029105,37.65896829,-92.5888493,29105
84029107,39.06986886,-93.78076396,29107
84029109,37.10626634,-93.83293097,29109
84029111,40.09673161,-91.72070156,29111
84029113,39.05345619,-90.95588181,29113
84029115,39.87001769,-93.10704106,29115
84029117,39.78110272,-93.54645978,29117
84029119,36.62869595,-94.34867205,29119
84029121,39.83049768,-92.56453089,29121
84029123,37.47865134,-90.3467143,29123
84029125,38.16193985,-91.92249662,29125
84029127,39.80601912,-91.62203062,29127
84029129,40.42212303,-93.5682959,29129
84029131,38.21450288,-92.42610898,29131
84029133,36.82516239,-89.29505753,29133
84029135,38.63571781,-92.57976951,29135
84029137,39.49593978,-92.00043978,29137
84029139,38.94022054,-91.47000721,29139
84029141,38.4181765,-92.88791859,29141
84029143,36.59666326,-89.66070007,29143
84029145,36.90519407,-94.3394104,29145
84029147,40.36079813,-94.88133008,29147
84029149,36.68710164,-91.4033755,29149
84029151,38.46036182,-91.8613635,29151
84029153,36.64916339,-92.44459066,29153
84029155,36.2130572,-89.78742322,29155
84029157,37.70660776,-89.82741088,29157
84029159,38.72798918,-93.28471706,29159
84029161,37.87736118,-91.79351727,29161
84029163,39.34310674,-91.16980779,29163
84029165,39.38154439,-94.77068479,29165
84029167,37.6162296,-93.39828174,29167
84029169,37.82462075,-92.20783203,29169
84029171,40.47942497,-93.02042674,29171
84029173,39.52817427,-91.51838643,29173
84029175,39.44007257,-92.4971374,29175
84029177,39.3537468,-93.98905745,29177
84029179,37.36085952,-90.97009925,29179
84029181,36.65460667,-90.85990261,29181
84029183,38.77875681,-90.66662425,29183
84029185,38.03699437,-93.77631447,29185
84029186,37.89090059,-90.1949941,29186
84029187,37.81214171,-90.47598685,29187
84029189,38.6377004,-90.4458375,29189
84029195,39.13734288,-93.20259964,29195
84029197,40.46921489,-92.52311943,29197
84029199,40.45214695,-92.14709064,29199
84029201,37.05588075,-89.56474493,29201
84029203,37.15772072,-91.40190382,29203
84029205,39.79742518,-92.07634971,29205
84029207,36.85571651,-89.9444155,29207
84029209,36.75000327,-93.45256475,29209
84029211,40.2099105,-93.11150106,29211
84029213,36.65465345,-93.04075153,29213
84029215,37.31728859,-91.96564727,29215
84029217,37.8457799,-94.34127305,29217
84029219,38.76529479,-91.16124662,29219
84029221,37.96130078,-90.87948158,29221
84029223,37.11303869,-90.46001416,29223
84029225,37.2813734,-92.876329,29225
84029227,40.47945588,-94.42328751,29227
84029229,37.27029221,-92.46914488,29229
84029510,38.63555736,-90.24349225,29510
84030001,45.13434354,-112.8984694,30001
84030003,45.42335905,-107.492347,30003
84030005,48.43175214,-108.9582723,30005
84030007,46.33277565,-111.4955813,30007
84030009,45.22850116,-109.0274047,30009
84030011,45.5197966,-104.5395536,30011
84030013,47.30797024,-111.3467922,30013
84030015,47.88084126,-110.4353362,30015
84030017,46.25319932,-105.5737526,30017
84030019,48.78420029,-105.5476343,30019
84030021,47.26584855,-104.8944417,30021
84030023,46.05953325,-113.073353,30023
84030025,46.33478338,-104.4183565,30025
84030027,47.26331584,-109.2245206,30027
84030029,48.29575866,-114.0520569,30029
84030031,45.54486106,-111.1692571,30031
84030033,47.27545948,-107.0002351,30033
84030035,48.70513576,-112.9934235,30035
84030037,46.3816474,-109.1768522,30037
84030039,46.4060522,-113.4414186,30039
84030041,48.62879827,-110.1129252,30041
84030043,46.14907081,-112.094396,30043
84030045,47.04581276,-110.2660688,30045
84030047,47.64514965,-114.0898013,30047
84030049,47.12610041,-112.394698,30049
84030051,48.56084317,-111.024307,30051
84030053,48.54265777,-115.4046155,30053
84030055,47.64469406,-105.7944994,30055
84030057,45.30080065,-111.9173017,30057
84030059,46.59907074,-110.8898557,30059
84030061,47.15283992,-115.0015239,30061
84030063,47.03728583,-113.9213508,30063
84030065,46.49684637,-108.39498,30065
84030067,45.48965095,-110.5264394,30067
84030069,47.1182463,-108.2508876,30069
84030071,48.25936577,-107.9128511,30071
84030073,48.22773388,-112.2252703,30073
84030075,45.39617714,-105.636738,30075
84030077,46.85538891,-112.9359164,30077
84030079,46.86048047,-105.379384,30079
84030081,46.08520862,-114.1189164,30081
84030083,47.78668011,-104.5610786,30083
84030085,48.29607488,-105.0079268,30085
84030087,46.23397237,-106.729288,30087
84030089,47.67657534,-115.1329916,30089
84030091,48.72085833,-104.503829,30091
84030093,45.90018933,-112.6620092,30093
84030095,45.67071407,-109.3950061,30095
84030097,45.81367654,-109.9425686,30097
84030099,47.83741052,-112.2410688,30099
84030101,48.65577551,-111.6942414,30101
84030103,46.2097322,-107.2666516,30103
84030105,48.36435097,-106.6669635,30105
84030107,46.46652491,-109.8464636,30107
84030109,46.95925154,-104.2510927,30109
84030111,45.93955949,-108.2691486,30111
84031001,40.5244942,-98.50117804,31001
84031003,42.17695516,-98.0666283,31003
84031005,41.56896142,-101.6959559,31005
84031007,41.54634427,-103.7114332,31007
84031009,41.91311716,-99.97677845,31009
84031011,41.70759415,-98.06737183,31011
84031013,42.22079243,-103.0878834,31013
84031015,42.8997274,-98.76486568,31015
84031017,42.43018907,-99.92904055,31017
84031019,40.85486962,-99.07500296,31019
84031021,41.85056773,-96.32605633,31021
84031023,41.22703692,-97.13106306,31023
84031025,40.90899107,-96.13971217,31025
84031027,42.5988851,-97.25311951,31027
84031029,40.5237198,-101.6978026,31029
84031031,42.54502621,-101.1244332,31031
84031033,41.21999357,-102.9941693,31033
84031035,40.52439441,-98.05126296,31035
84031037,41.57486951,-97.0868542,31037
84031039,41.91637624,-96.78730772,31039
84031041,41.39374521,-99.72805369,31041
84031043,42.39040144,-96.56656425,31043
84031045,42.71985036,-103.1313774,31045
84031047,40.87028216,-99.8201461,31047
84031049,41.11168186,-102.3333331,31049
84031051,42.49188363,-96.86782408,31051
84031053,41.58071748,-96.65598179,31053
84031055,41.29518299,-96.15085305,31055
84031057,40.17638677,-101.6876522,31057
84031059,40.52458567,-97.59646937,31059
84031061,40.17636348,-98.95299073,31061
84031063,40.52993007,-100.3924658,31063
84031065,40.17642064,-99.91247454,31065
84031067,40.26186809,-96.68946704,31067
84031069,41.61703149,-102.3313973,31069
84031071,41.91428955,-98.99111827,31071
84031073,40.51481965,-99.83020279,31073
84031075,41.91528587,-101.740701,31075
84031077,41.56742671,-98.52150266,31077
84031079,40.87257079,-98.50218293,31079
84031081,40.87349452,-98.02099117,31081
84031083,40.17658508,-99.40438879,31083
84031085,40.52451972,-101.0603568,31085
84031087,40.17609175,-101.0416477,31087
84031089,42.45522056,-98.78402558,31089
84031091,41.91586243,-101.1354293,31091
84031093,41.2200529,-98.5166499,31093
84031095,40.17584531,-97.142601,31095
84031097,40.39257596,-96.26522753,31097
84031099,40.50663314,-98.94877182,31099
84031101,41.19930341,-101.6620164,31101
84031103,42.87990694,-99.71343729,31103
84031105,41.19774275,-103.7148131,31105
84031107,42.63758421,-97.89178836,31107
84031109,40.78416049,-96.68777155,31109
84031111,41.04658298,-100.7475374,31111
84031113,41.56650314,-100.4817851,31113
84031115,41.91371961,-99.45440415,31115
84031117,41.56797682,-101.0599362,31117
84031119,41.91676024,-97.6005481,31119
84031121,41.16624273,-98.0374887,31121
84031123,41.71711774,-103.0061405,31123
84031125,41.39750195,-97.99327291,31125
84031127,40.38514847,-95.85433992,31127
84031129,40.17637905,-98.04743961,31129
84031131,40.64843556,-96.13374142,31131
84031133,40.13141096,-96.23705437,31133
84031135,40.85082525,-101.6502942,31135
84031137,40.51156033,-99.41461667,31137
84031139,42.26434853,-97.60122773,31139
84031141,41.57246836,-97.52144359,31141
84031143,41.18813488,-97.56630712,31143
84031145,40.1755688,-100.476998,31145
84031147,40.1247415,-95.71755036,31147
84031149,42.42252217,-99.44832069,31149
84031151,40.52418865,-97.14085859,31151
84031153,41.11314181,-96.11156432,31153
84031155,41.2278103,-96.63773905,31155
84031157,41.85070896,-103.7080986,31157
84031159,40.87241834,-97.139673,31159
84031161,42.50284406,-102.4126613,31161
84031163,41.22045983,-98.97588642,31163
84031165,42.48932059,-103.7576544,31165
84031167,41.9169835,-97.19394708,31167
84031169,40.17626377,-97.59504381,31169
84031171,41.91358968,-100.5556632,31171
84031173,42.15725356,-96.54157099,31173
84031175,41.56730777,-98.98197724,31175
84031177,41.52815707,-96.22019892,31177
84031179,42.20934475,-97.11926964,31179
84031181,40.17642643,-98.50019851,31181
84031183,41.91482725,-98.52798941,31183
84031185,40.87272618,-97.59710186,31185
84032001,39.58105744,-118.3394607,32001
84032003,36.21458855,-115.0130241,32003
84032005,38.912862,-119.6171333,32005
84032007,41.14531606,-115.3577619,32007
84032009,37.78436681,-117.6319999,32009
84032011,39.98100864,-116.2683204,32011
84032013,41.40692186,-118.1109427,32013
84032015,39.9332233,-117.0397075,32015
84032017,37.64268459,-114.8790388,32017
84032019,39.01777974,-119.1870479,32019
84032021,38.53841696,-118.4344506,32021
84032023,38.04264256,-116.4722702,32023
84032027,40.44003782,-118.4005641,32027
84032029,39.44875482,-119.5250207,32029
84032031,40.66562265,-119.6631594,32031
84032033,39.44157041,-114.899966,32033
84032510,39.15509045,-119.7480219,32510
84033001,43.51637314,-71.41684235,33001
84033003,43.87498583,-71.20430216,33003
84033005,42.92015988,-72.25311043,33005
84033007,44.69063265,-71.30633239,33007
84033009,43.93779815,-71.82057197,33009
84033011,42.91537785,-71.7200253,33011
84033013,43.29662971,-71.6811573,33013
84033015,42.98499744,-71.12883377,33015
84033017,43.291833,-71.02336013,33017
84033019,43.36094111,-72.22203125,33019
84034001,39.47538693,-74.65848483,34001
84034003,40.96010917,-74.07164325,34003
84034005,39.87681124,-74.66927768,34005
84034007,39.80343818,-74.96388753,34007
84034009,39.15008829,-74.80170244,34009
84034011,39.37199394,-75.10712559,34011
84034013,40.78681335,-74.24657979,34013
84034015,39.71581067,-75.13995546,34015
84034017,40.73766234,-74.07515667,34017
84034019,40.56335249,-74.91284156,34019
84034021,40.28047017,-74.70479631,34021
84034023,40.43629879,-74.41426991,34023
84034025,40.26549699,-74.22240686,34025
84034027,40.86095313,-74.5455371,34027
84034029,39.8895449,-74.28089251,34029
84034031,41.03238628,-74.29954144,34031
84034033,39.58719656,-75.3469663,34033
84034035,40.56465737,-74.61683016,34035
84034037,41.13891592,-74.69118243,34037
84034039,40.65835409,-74.30680092,34039
84034041,40.85951833,-74.99556527,34041
84035001,35.05163625,-106.6703554,35001
84035003,33.91514144,-108.4046587,35003
84035005,33.36406072,-104.4665365,35005
84035006,34.91131525,-107.998876,35006
84035007,36.60569702,-104.6472674,35007
84035009,34.57421077,-103.3468876,35009
84035011,34.34274529,-104.4117842,35011
84035013,32.35275771,-106.8329387,35013
84035015,32.47167456,-104.3053527,35015
84035017,32.73911281,-108.3827845,35017
84035019,34.86319296,-104.790669,35019
84035021,35.85751555,-103.8220938,35021
84035023,31.91383467,-108.7151824,35023
84035025,32.79215361,-103.4123733,35025
84035027,33.74526079,-105.4586166,35027
84035028,35.86631386,-106.3134985,35028
84035029,32.18179341,-107.7508826,35029
84035031,35.5800772,-108.262245,35031
84035033,36.01095101,-104.9497716,35033
84035035,32.61348406,-105.7417604,35035
84035037,35.10403332,-103.5481727,35037
84035039,36.51072137,-106.6931674,35039
84035041,34.02097406,-103.4799493,35041
84035043,35.68862401,-106.8687803,35043
84035045,36.50838318,-108.320437,35045
84035047,35.48014807,-104.8163562,35047
84035049,35.50708973,-105.9774716,35049
84035051,33.13028233,-107.1925893,35051
84035053,34.00715494,-106.9298354,35053
84035055,36.58006022,-105.6310198,35055
84035057,34.64048375,-105.8508949,35057
84035059,36.48126404,-103.4709624,35059
84035061,34.71669834,-106.8103733,35061
84036001,42.60060306,-73.97723916,36001
84036003,42.25748406,-78.02750466,36003
84036005,40.85209301,-73.86282755,36005
84036007,42.15903158,-75.81326086,36007
84036009,42.24778241,-78.67923096,36009
84036011,42.91261714,-76.55731592,36011
84036013,42.2276921,-79.36691763,36013
84036015,42.13891056,-76.7638805,36015
84036017,42.49430041,-75.60887553,36017
84036019,44.74530905,-73.67875352,36019
84036021,42.24819348,-73.63089095,36021
84036023,42.59509207,-76.07048931,36023
84036025,42.19837623,-74.96709306,36025
84036027,41.7648606,-73.74356679,36027
84036029,42.76249024,-78.73063652,36029
84036031,44.11630765,-73.77297842,36031
84036033,44.59040891,-74.29926032,36033
84036035,43.11363907,-74.41798804,36035
84036037,43.0022601,-78.19135193,36037
84036039,42.275797,-74.12384884,36039
84036041,43.66146647,-74.49721957,36041
84036043,43.42034246,-74.96145307,36043
84036045,44.04200959,-75.94653457,36045
84036047,40.6361825,-73.94935552,36047
84036049,43.7844157,-75.44903992,36049
84036051,42.72596275,-77.77966158,36051
84036053,42.91653905,-75.67266639,36053
84036055,43.14638895,-77.69322942,36055
84036057,42.90123494,-74.44011632,36057
84036059,40.74066522,-73.58941873,36059
84036061,40.7672726,-73.97152637,36061
84036063,43.19898042,-78.74777412,36063
84036065,43.24375382,-75.43710392,36065
84036067,43.00491923,-76.19971155,36067
84036069,42.85145728,-77.30874425,36069
84036071,41.40337468,-74.30240757,36071
84036073,43.2516977,-78.2320066,36073
84036075,43.42778894,-76.14635194,36075
84036077,42.63492579,-75.03151402,36077
84036079,41.42630093,-73.74965532,36079
84036081,40.71088124,-73.81684712,36081
84036083,42.71348136,-73.51089874,36083
84036085,40.58582155,-74.14808598,36085
84036087,41.15027894,-74.02560498,36087
84036089,44.4976179,-75.06550039,36089
84036091,43.10904162,-73.86653895,36091
84036093,42.81668777,-74.05278291,36093
84036095,42.58831742,-74.4433903,36095
84036097,42.39184015,-76.8773299,36097
84036099,42.78081007,-76.82497064,36099
84036101,42.2689144,-77.3829924,36101
84036103,40.88320119,-72.8012172,36103
84036105,41.71579493,-74.76394559,36105
84036107,42.16852837,-76.30835812,36107
84036109,42.44945765,-76.47229843,36109
84036111,41.89027881,-74.26252104,36111
84036113,43.56173026,-73.8433699,36113
84036115,43.31153794,-73.43043448,36115
84036117,43.15494365,-77.02976528,36117
84036119,41.16278376,-73.75741653,36119
84036121,42.70145109,-78.22199579,36121
84036123,42.63505484,-77.10369919,36123
84037001,36.0434701,-79.39976137,37001
84037003,35.9223796,-81.17751948,37003
84037005,36.49360862,-81.12857041,37005
84037007,34.97403241,-80.09953279,37007
84037009,36.43296207,-81.49862729,37009
84037011,36.07569796,-81.92308483,37011
84037013,35.48531943,-76.84325809,37013
84037015,36.0688473,-76.96545943,37015
84037017,34.61296243,-78.56180059,37017
84037019,34.070565,-78.22814204,37019
84037021,35.61113393,-82.53305,37021
84037023,35.74989637,-81.70755735,37023
84037025,35.3877799,-80.55267168,37025
84037027,35.95204977,-81.54799522,37027
84037029,36.33804939,-76.15568396,37029
84037031,34.8932941,-76.54120135,37031
84037033,36.39312665,-79.33353281,37033
84037035,35.66211129,-81.2132617,37035
84037037,35.70394416,-79.25541492,37037
84037039,35.1349263,-84.05970864,37039
84037041,36.12908077,-76.60118385,37041
84037043,35.05704275,-83.74353633,37043
84037045,35.33553364,-81.55204486,37045
84037047,34.26744084,-78.65801424,37047
84037049,35.11833364,-77.08398081,37049
84037051,35.04762133,-78.82623165,37051
84037053,36.36123664,-75.95876401,37053
84037055,35.66520691,-75.71767334,37055
84037057,35.79115496,-80.21256572,37057
84037059,35.93099927,-80.54496571,37059
84037061,34.93449805,-77.93140529,37061
84037063,36.03638492,-78.87608331,37063
84037065,35.91230639,-77.59436892,37065
84037067,36.12859861,-80.25459052,37067
84037069,36.081519,-78.28708884,37069
84037071,35.29373559,-81.17477045,37071
84037073,36.44667547,-76.69749701,37073
84037075,35.3506925,-83.83369267,37075
84037077,36.30337451,-78.65184241,37077
84037079,35.48544173,-77.67578087,37079
84037081,36.07959451,-79.78824948,37081
84037083,36.25669272,-77.6556109,37083
84037085,35.36731853,-78.87243571,37085
84037087,35.55269063,-82.98196486,37087
84037089,35.33788927,-82.4766782,37089
84037091,36.3607755,-76.98104134,37091
84037093,35.01888303,-79.23651674,37093
84037095,35.42017674,-76.15180542,37095
84037097,35.80950511,-80.8743128,37097
84037099,35.28814273,-83.14093385,37099
84037101,35.51745004,-78.36622717,37101
84037103,35.02254606,-77.35870791,37103
84037105,35.47623147,-79.17569362,37105
84037107,35.2403259,-77.64245615,37107
84037109,35.48508185,-81.21740317,37109
84037111,35.67736232,-82.0482425,37111
84037113,35.14867843,-83.41696617,37113
84037115,35.85402722,-82.71346418,37115
84037117,35.84326734,-77.10860251,37117
84037119,35.24469268,-80.8317671,37119
84037121,36.01059309,-82.1582442,37121
84037123,35.33155144,-79.90416657,37123
84037125,35.30885257,-79.48474178,37125
84037127,35.96575634,-77.98422508,37127
84037129,34.25758282,-77.87075626,37129
84037131,36.41736238,-77.39769443,37131
84037133,34.72607366,-77.42908179,37133
84037135,36.06092947,-79.12167935,37135
84037137,35.15253315,-76.66559823,37137
84037139,36.26723798,-76.25134778,37139
84037141,34.52265624,-77.90352133,37141
84037143,36.17847453,-76.40603143,37143
84037145,36.38989032,-78.97217358,37145
84037147,35.59535426,-77.37353178,37147
84037149,35.27820615,-82.16812354,37149
84037151,35.71015088,-79.80570339,37151
84037153,35.00417719,-79.74491009,37153
84037155,34.64244496,-79.1025053,37155
84037157,36.39593137,-79.77504841,37157
84037159,35.64003916,-80.52446628,37159
84037161,35.40114178,-81.92112099,37161
84037163,34.98820368,-78.36914061,37163
84037165,34.8386299,-79.4757978,37165
84037167,35.31647813,-80.25093221,37167
84037169,36.4017975,-80.23893369,37169
84037171,36.41689489,-80.69102283,37171
84037173,35.48665845,-83.48748932,37173
84037175,35.20383864,-82.79638423,37175
84037177,35.87147226,-76.17055253,37177
84037179,34.98960527,-80.52955873,37179
84037181,36.36880673,-78.40670845,37181
84037183,35.78879266,-78.65249174,37183
84037185,36.39728256,-78.10652228,37185
84037187,35.83810081,-76.57299037,37187
84037189,36.23103603,-81.70033724,37189
