"","UID","lat","lon","FIPS"
"646",84013207,33.014289,-83.92097166,13207
"647",84013209,32.17201038,-82.53527476,13209
"648",84013211,33.59232073,-83.49129491,13211
"649",84013213,34.78897608,-84.74993177,13213
"650",84013215,32.50931999,-84.87142262,13215
"651",84013217,33.55514538,-83.8454714,13217
"652",84013219,33.83749973,-83.43679568,13219
"653",84013221,33.8786296,-83.08278123,13221
"654",84013223,33.91969522,-84.86848792,13223
"655",84013225,32.56934316,-83.82937,13225
"656",84013227,34.46589159,-84.46406611,13227
"657",84013229,31.35928155,-82.21598442,13229
"658",84013231,33.09310242,-84.38790389,13231
"659",84013233,34.00267074,-85.18677781,13233
"660",84013235,32.23334561,-83.4754996,13235
"661",84013237,33.32056115,-83.37552891,13237
"662",84013239,31.86728114,-85.01773177,13239
"663",84013241,34.88389445,-83.40304637,13241
"664",84013243,31.76622818,-84.75732369,13243
"665",84013245,33.35777107,-82.07026432,13245
"666",84013247,33.65145002,-84.02202167,13247
"667",84013249,32.2654021,-84.31258912,13249
"668",84013251,32.74976524,-81.60779441,13251
"669",84013253,30.93464824,-84.86823924,13253
"670",84013255,33.26310031,-84.28013991,13255
"671",84013257,34.55151201,-83.29405315,13257
"672",84013259,32.07996777,-84.83208037,13259
"673",84013261,32.03650571,-84.19821492,13261
"674",84013263,32.69642758,-84.53351366,13263
"675",84013265,33.56543317,-82.88136816,13265
"676",84013267,32.04785085,-82.05539188,13267
"677",84013269,32.55792548,-84.25077141,13269
"678",84013271,31.92829517,-82.93491155,13271
"679",84013273,31.77527543,-84.44069698,13273
"680",84013275,30.86392347,-83.91847289,13275
"681",84013277,31.45743864,-83.5236119,13277
"682",84013279,32.12059861,-82.32957247,13279
"683",84013281,34.91369188,-83.7410746,13281
"684",84013283,32.40422134,-82.56904553,13283
"685",84013285,33.03349196,-85.02812115,13285
"686",84013287,31.71612656,-83.62069378,13287
"687",84013289,32.67435595,-83.43078662,13289
"688",84013291,34.82995757,-83.98967069,13291
"689",84013293,32.87920671,-84.30024826,13293
"690",84013295,34.73376362,-85.30165174,13295
"691",84013297,33.78017694,-83.73552314,13297
"692",84013299,31.05449097,-82.42224148,13299
"693",84013301,33.41146451,-82.67795848,13301
"694",84013303,32.96711864,-82.79357039,13303
"695",84013305,31.5521809,-81.91894878,13305
"696",84013307,32.04066113,-84.54742852,13307
"697",84013309,32.12009104,-82.72574721,13309
"698",84013311,34.64624278,-83.74905525,13311
"699",84013313,34.80987459,-84.96093476,13313
"700",84013315,31.97496928,-83.43438555,13315
"701",84013317,33.78290391,-82.74286107,13317
"702",84013319,32.80291082,-83.17140684,13319
"703",84013321,31.55162306,-83.85090513,13321
"704",84015001,19.60121157,-155.5210167,15001
"705",84015003,21.45803166,-157.9712182,15003
"706",84015005,21.17882515,-156.9583592,15005
"707",84015007,22.03935037,-159.5966786,15007
"708",84015009,20.86399628,-156.5689097,15009
"709",84016001,43.4526575,-116.2415516,16001
"710",84016003,44.89333571,-116.4545247,16003
"711",84016005,42.67002716,-112.2233311,16005
"712",84016007,42.28269683,-111.3289238,16007
"713",84016009,47.21754179,-116.6586851,16009
"714",84016011,43.2167288,-112.3978437,16011
"715",84016013,43.4085812,-113.9752658,16013
"716",84016015,43.98829931,-115.7309284,16015
"717",84016017,48.29996017,-116.6017932,16017
"718",84016019,43.38713372,-111.6161537,16019
"719",84016021,48.76684761,-116.4630179,16021
"720",84016023,43.72592209,-113.1735463,16023
"721",84016025,43.46665742,-114.8065892,16025
"722",84016027,43.61970148,-116.7095499,16027
"723",84016029,42.77149116,-111.5597683,16029
"724",84016031,42.28347888,-113.6012409,16031
"725",84016033,44.28496071,-112.3505704,16033
"726",84016035,46.67459924,-115.6622393,16035
"727",84016037,44.24186819,-114.2855494,16037
"728",84016039,43.3507101,-115.4701578,16039
"729",84016041,42.18332217,-111.8149666,16041
"730",84016043,44.22800938,-111.4809943,16043
"731",84016045,44.06482372,-116.398376,16045
"732",84016047,42.96927962,-114.8108306,16047
"733",84016049,45.84721541,-115.4634436,16049
"734",84016051,43.82078483,-112.3131749,16051
"735",84016053,42.68891267,-114.2655033,16053
"736",84016055,47.67282258,-116.7020872,16055
"737",84016057,46.81587887,-116.7113698,16057
"738",84016059,44.9438088,-113.9309747,16059
"739",84016061,46.23315327,-116.434146,16061
"740",84016063,43.0012336,-114.1358773,16063
"741",84016065,43.78141028,-111.6538474,16065
"742",84016067,42.85518524,-113.6357257,16067
"743",84016069,46.32638236,-116.7500975,16069
"744",84016071,42.1949428,-112.5407838,16071
"745",84016073,42.58016894,-116.1693871,16073
"746",84016075,44.00545243,-116.7647695,16075
"747",84016077,42.69254894,-112.8395742,16077
"748",84016079,47.35364087,-115.8916749,16079
"749",84016081,43.75303583,-111.2056773,16081
"750",84016083,42.35440512,-114.6685381,16083
"751",84016085,44.76728382,-115.5676773,16085
"752",84016087,44.45275475,-116.7847688,16087
"753",84017001,39.98815591,-91.18786813,17001
"754",84017003,37.18049267,-89.32910838,17003
"755",84017005,38.88829622,-89.43534887,17005
"756",84017007,42.32359279,-88.82345779,17007
"757",84017009,39.96209138,-90.75068024,17009
"758",84017011,41.40385234,-89.5283051,17011
"759",84017013,39.16840183,-90.66330078,17013
"760",84017015,42.06823429,-89.93395545,17015
"761",84017017,39.96991073,-90.24734436,17017
"762",84017019,40.13919438,-88.20046615,17019
"763",84017021,39.54581621,-89.27780482,17021
"764",84017023,39.33425789,-87.78705622,17023
"765",84017025,38.75388572,-88.48914513,17025
"766",84017027,38.60704876,-89.42385254,17027
"767",84017029,39.51949084,-88.22358557,17029
"768",84017031,41.84144849,-87.81658794,17031
"769",84017033,39.0032229,-87.75954624,17033
"770",84017035,39.27432424,-88.2401158,17035
"771",84017037,41.89373302,-88.76958483,17037
"772",84017039,40.17514519,-88.90959682,17039
"773",84017041,39.76768052,-88.21854195,17041
"774",84017043,41.85116968,-88.08642662,17043
"775",84017045,39.6809186,-87.74759563,17045
"776",84017047,38.41353228,-88.05720863,17047
"777",84017049,39.05935711,-88.58969584,17049
"778",84017051,39.00072038,-89.02452658,17051
"779",84017053,40.59706922,-88.22350769,17053
"780",84017055,37.99189086,-88.92567818,17055
"781",84017057,40.47289135,-90.20862357,17057
"782",84017059,37.76430935,-88.22953869,17059
"783",84017061,39.35907414,-90.388865,17061
"784",84017063,41.28569601,-88.41905692,17063
"785",84017065,38.08163641,-88.53883373,17065
"786",84017067,40.40423981,-91.16313899,17067
"787",84017069,37.51810645,-88.26873022,17069
"788",84017071,40.81908672,-90.92491462,17071
"789",84017073,41.3533994,-90.13296166,17073
"790",84017075,40.74717633,-87.82466784,17075
"791",84017077,37.78595185,-89.38232563,17077
"792",84017079,39.01054275,-88.15437049,17079
"793",84017081,38.29980057,-88.9240025,17081
"794",84017083,39.08869046,-90.35393073,17083
"795",84017085,42.36542373,-90.21094405,17085
"796",84017087,37.45939802,-88.88165419,17087
"797",84017089,41.93842729,-88.42861412,17089
"798",84017091,41.13746989,-87.86205334,17091
"799",84017093,41.59081014,-88.42869583,17093
"800",84017095,40.93148779,-90.2133034,17095
"801",84017097,42.3224907,-88.00367925,17097
"802",84017099,41.3442613,-88.88633881,17099
"803",84017101,38.71987914,-87.72884035,17101
"804",84017103,41.74583951,-89.29977132,17103
"805",84017105,40.89188292,-88.55784752,17105
"806",84017107,40.12581572,-89.36638784,17107
"807",84017109,40.45674722,-90.67775541,17109
"808",84017111,42.32451172,-88.45248227,17111
"809",84017113,40.48996987,-88.84621113,17113
"810",84017115,39.86064913,-88.96342505,17115
"811",84017117,39.26119767,-89.92424028,17117
"812",84017119,38.83042506,-89.90422563,17119
"813",84017121,38.64963204,-88.91899208,17121
"814",84017123,41.0327901,-89.34510444,17123
"815",84017125,40.23917274,-89.91824452,17125
"816",84017127,37.22078441,-88.71036614,17127
"817",84017129,40.02742725,-89.80246001,17129
"818",84017131,41.20596782,-90.74290052,17131
"819",84017133,38.27594376,-90.17761038,17133
"820",84017135,39.23198845,-89.47809254,17135
"821",84017137,39.71654544,-90.20255104,17137
"822",84017139,39.64187451,-88.62099969,17139
"823",84017141,42.04165196,-89.32184679,17141
"824",84017143,40.78702156,-89.76078901,17143
"825",84017145,38.08510853,-89.36856219,17145
"826",84017147,40.01360584,-88.59319339,17147
"827",84017149,39.62265059,-90.8877017,17149
"828",84017151,37.41391284,-88.56152109,17151
"829",84017153,37.22631423,-89.13085001,17153
"830",84017155,41.2013541,-89.2869272,17155
"831",84017157,38.05095369,-89.82512254,17157
"832",84017159,38.71240969,-88.08475366,17159
"833",84017161,41.46613806,-90.57042164,17161
"834",84017163,38.46996033,-89.93063427,17163
"835",84017165,37.75332999,-88.54119706,17165
"836",84017167,39.75836914,-89.65872023,17167
"837",84017169,40.1571798,-90.61114163,17169
"838",84017171,39.6429169,-90.47814431,17171
"839",84017173,39.39133527,-88.80611122,17173
"840",84017175,41.09309773,-89.79745866,17175
"841",84017177,42.35129217,-89.662598,17177
"842",84017179,40.50716185,-89.51404662,17179
"843",84017181,37.47119609,-89.25548938,17181
"844",84017183,40.18417171,-87.73384359,17183
"845",84017185,38.44272901,-87.84922065,17185
"846",84017187,40.84925021,-90.6147432,17187
"847",84017189,38.35309213,-89.40982703,17189
"848",84017191,38.42955355,-88.42586459,17191
"849",84017193,38.08706198,-88.17657461,17193
"850",84017195,41.75509713,-89.91556058,17195
"851",84017197,41.44619267,-87.97862712,17197
"852",84017199,37.73033511,-88.92994027,17199
"853",84017201,42.33641854,-89.16085327,17201
"854",84017203,40.78579374,-89.20973757,17203
"855",84018001,40.7457653,-84.93671406,18001
"856",84018003,41.09194313,-85.06800636,18003
"857",84018005,39.20744865,-85.89558181,18005
"858",84018007,40.60626947,-87.31093999,18007
"859",84018009,40.47388153,-85.32499702,18009
"860",84018011,40.0509304,-86.46841646,18011
"861",84018013,39.19605589,-86.22868909,18013
"862",84018015,40.5807832,-86.56198812,18015
"863",84018017,40.76135835,-86.34830753,18017
"864",84018019,38.48015445,-85.70510334,18019
"865",84018021,39.39561833,-87.11723506,18021
"866",84018023,40.30319754,-86.47277257,18023
"867",84018025,38.28814402,-86.44518825,18025
"868",84018027,38.70186039,-87.07185406,18027
"869",84018029,39.14647946,-84.97333539,18029
"870",84018031,39.30712658,-85.50087166,18031
"871",84018033,41.39804622,-84.99906934,18033
"872",84018035,40.22787247,-85.39732772,18035
"873",84018037,38.36597551,-86.8792417,18037
"874",84018039,41.59761169,-85.85875695,18039
"875",84018041,39.63684962,-85.17797541,18041
"876",84018043,38.32117957,-85.90385377,18043
"877",84018045,40.12361933,-87.24217689,18045
"878",84018047,39.4142482,-85.06062647,18047
"879",84018049,41.0469907,-86.26252745,18049
"880",84018051,38.30393723,-87.58054938,18051
"881",84018053,40.51587228,-85.65468702,18053
"882",84018055,39.03630547,-86.96223202,18055
"883",84018057,40.07306535,-86.05244729,18057
"884",84018059,39.82304555,-85.77566351,18059
"885",84018061,38.19467379,-86.10948271,18061
"886",84018063,39.76719009,-86.51037283,18063
"887",84018065,39.93029017,-85.39625719,18065
"888",84018067,40.48527731,-86.11351892,18067
"889",84018069,40.82907273,-85.48822092,18069
"890",84018071,38.9091582,-86.03851889,18071
"891",84018073,41.02078733,-87.11553319,18073
"892",84018075,40.43781032,-85.00576229,18075
"893",84018077,38.78576239,-85.43633383,18077
"894",84018079,38.99588883,-85.62710784,18079
"895",84018081,39.48994426,-86.10149107,18081
"896",84018083,38.68861576,-87.4194665,18083
"897",84018085,41.24521668,-85.86312322,18085
"898",84018087,41.64232188,-85.42674232,18087
"899",84018089,41.41874274,-87.38277575,18089
"900",84018091,41.54366008,-86.74072188,18091
"901",84018093,38.84112637,-86.48361629,18093
"902",84018095,40.16143691,-85.71964711,18095
"903",84018097,39.78163624,-86.13826325,18097
"904",84018099,41.32467367,-86.26185087,18099
"905",84018101,38.7099921,-86.80373186,18101
"906",84018103,40.76940965,-86.04525048,18103
"907",84018105,39.16130004,-86.52414358,18105
"908",84018107,40.04034823,-86.89335024,18107
"909",84018109,39.47899078,-86.44573375,18109
"910",84018111,40.95610449,-87.39635768,18111
"911",84018113,41.39672484,-85.41966713,18113
"912",84018115,38.955305,-84.96515993,18115
"913",84018117,38.5411892,-86.49523093,18117
"914",84018119,39.31145587,-86.83900724,18119
"915",84018121,39.77202286,-87.20375833,18121
"916",84018123,38.07809328,-86.63741946,18123
"917",84018125,38.40112197,-87.23574907,18125
"918",84018127,41.45986947,-87.06848888,18127
"919",84018129,38.02097333,-87.86480429,18129
"920",84018131,41.04166107,-86.69890683,18131
"921",84018133,39.66437981,-86.84517605,18133
"922",84018135,40.15734772,-85.01139319,18135
"923",84018137,39.10235626,-85.26212744,18137
"924",84018139,39.62002287,-85.4655599,18139
"925",84018141,41.61756781,-86.29040834,18141
"926",84018143,38.68672078,-85.74627859,18143
"927",84018145,39.52305623,-85.7915857,18145
"928",84018147,38.01519732,-87.0079644,18147
"929",84018149,41.27890281,-86.64686895,18149
"930",84018151,41.64423868,-85.00101094,18151
"931",84018153,39.08952258,-87.41414469,18153
"932",84018155,38.82767338,-85.03022429,18155
"933",84018157,40.38872739,-86.89413959,18157
"934",84018159,40.31123252,-86.05234925,18159
"935",84018161,39.62550777,-84.92497066,18161
"936",84018163,38.02658833,-87.58763124,18163
"937",84018165,39.8523352,-87.46160542,18165
"938",84018167,39.42944561,-87.39169027,18167
"939",84018169,40.84704239,-85.79328272,18169
"940",84018171,40.34728141,-87.35602659,18171
"941",84018173,38.08922676,-87.2716085,18173
"942",84018175,38.60219804,-86.1049363,18175
"943",84018177,39.8633444,-85.01044989,18177
"944",84018179,40.72934187,-85.22132966,18179
"945",84018181,40.74911165,-86.86492015,18181
"946",84018183,41.13863784,-85.50791236,18183
"947",84019001,41.33075609,-94.47105874,19001
"948",84019003,41.02903567,-94.69932645,19003
"949",84019005,43.28383218,-91.37860922,19005
"950",84019007,40.74324454,-92.86865906,19007
"951",84019009,41.6844628,-94.90581859,19009
"952",84019011,42.08011739,-92.06463573,19011
"953",84019013,42.4704581,-92.30524729,19013
"954",84019015,42.03657094,-93.9313999,19015
"955",84019017,42.77461496,-92.31795937,19017
"956",84019019,42.4709188,-91.83510825,19019
"957",84019021,42.73545875,-95.15100162,19021
"958",84019023,42.73172833,-92.79015971,19023
"959",84019025,42.38521079,-94.64046046,19025
"960",84019027,42.03617207,-94.86032705,19027
"961",84019029,41.33149454,-94.92792482,19029
"962",84019031,41.77233777,-91.13246684,19031
"963",84019033,43.08177563,-93.2612239,19033
"964",84019035,42.73538914,-95.62389402,19035
"965",84019037,43.06001295,-92.31773347,19037
"966",84019039,41.02868181,-93.78499767,19039
"967",84019041,43.08247182,-95.15096481,19041
"968",84019043,42.84443388,-91.34133693,19043
"969",84019045,41.89981633,-90.53275096,19045
"970",84019047,42.03718237,-95.3819718,19047
"971",84019049,41.68560356,-94.04127625,19049
"972",84019051,40.74773536,-92.41005468,19051
"973",84019053,40.73742757,-93.78645949,19053
"974",84019055,42.47104597,-91.3664492,19055
"975",84019057,40.92012606,-91.18326592,19057
"976",84019059,43.37787725,-95.1510206,19059
"977",84019061,42.46815349,-90.88181925,19061
"978",84019063,43.37782951,-94.67858943,19063
"979",84019065,42.86271799,-91.8441231,19065
"980",84019067,43.0600053,-92.78940097,19067
"981",84019069,42.73270384,-93.26256925,19069
"982",84019071,40.7454272,-95.60129045,19071
"983",84019073,42.03614551,-94.39658081,19073
"984",84019075,42.40183723,-92.78829551,19075
"985",84019077,41.68378965,-94.50111014,19077
"986",84019079,42.38382428,-93.70197703,19079
"987",84019081,43.08178477,-93.73454884,19081
"988",84019083,42.38353877,-93.23654611,19083
"989",84019085,41.68330137,-95.81558439,19085
"990",84019087,40.98767962,-91.54436349,19087
"991",84019089,43.35671042,-92.31702714,19089
"992",84019091,42.7764426,-94.20722537,19091
"993",84019093,42.38696136,-95.51355387,19093
"994",84019095,41.68630265,-92.0643373,19095
"995",84019097,42.17178824,-90.57354837,19097
"996",84019099,41.68576082,-93.05567785,19099
"997",84019101,41.03192394,-91.94849466,19101
"998",84019103,41.67169354,-91.58754744,19103
"999",84019105,42.12118609,-91.13139641,19105
"1000",84019107,41.33649833,-92.1785067,19107
"1001",84019109,43.20405458,-94.20691791,19109
"1002",84019111,40.64181461,-91.48183025,19111
"1003",84019113,42.07923082,-91.59809485,19113
"1004",84019115,41.21842119,-91.26102611,19115
"1005",84019117,41.02958964,-93.32780803,19117
"1006",84019119,43.38107862,-96.20926845,19119
"1007",84019121,41.33081904,-94.01554631,19121
"1008",84019123,41.33521503,-92.64083907,19123
"1009",84019125,41.33445101,-93.09934783,19125
"1010",84019127,42.03586837,-92.9990819,19127
"1011",84019129,41.03299766,-95.61920963,19129
"1012",84019131,43.35638371,-92.78887719,19131
"1013",84019133,42.05220391,-95.95743843,19133
"1014",84019135,41.02988815,-92.8690667,19135
"1015",84019137,41.03018714,-95.15642896,19137
"1016",84019139,41.48370744,-91.1121697,19139
"1017",84019141,43.08310673,-95.62474482,19141
"1018",84019143,43.37824276,-95.62422844,19143
"1019",84019145,40.7393172,-95.1497813,19145
"1020",84019147,43.08193849,-94.67824621,19147
"1021",84019149,42.737633,-96.21366621,19149
"1022",84019151,42.73420133,-94.67862564,19151
"1023",84019153,41.68679484,-93.57767461,19153
"1024",84019155,41.33640314,-95.53907776,19155
"1025",84019157,41.68625425,-92.53155731,19157
"1026",84019159,40.73518949,-94.24368535,19159
"1027",84019161,42.38624071,-95.10547892,19161
"1028",84019163,41.63935978,-90.61959493,19163
"1029",84019165,41.6850066,-95.31015553,19165
"1030",84019167,43.08221074,-96.1767568,19167
"1031",84019169,42.03621213,-93.46499005,19169
"1032",84019171,42.07991767,-92.53266945,19171
"1033",84019173,40.73710579,-94.69778563,19173
"1034",84019175,41.0277278,-94.24234847,19175
"1035",84019177,40.75326764,-91.95017958,19177
"1036",84019179,41.03064984,-92.40954728,19179
"1037",84019181,41.33559454,-93.56007641,19181
"1038",84019183,41.33577126,-91.71725711,19183
"1039",84019185,40.73969028,-93.32752197,19185
"1040",84019187,42.42853483,-94.17987389,19187
"1041",84019189,43.37751174,-93.73407298,19189
"1042",84019191,43.29094334,-91.84422722,19191
"1043",84019193,42.38979414,-96.0459439,19193
"1044",84019195,43.37750768,-93.26087602,19195
"1045",84019197,42.73305373,-93.73515113,19197
"1046",84020001,37.88582951,-95.30030847,20001
"1047",84020003,38.21413251,-95.29272815,20003
"1048",84020005,39.53185661,-95.30870026,20005
"1049",84020007,37.2288586,-98.68460053,20007
"1050",84020009,38.47889676,-98.75636726,20009
"1051",84020011,37.85508555,-94.84865997,20011
"1052",84020013,39.82652589,-95.56421698,20013
"1053",84020015,37.78134351,-96.83878537,20015
"1054",84020017,38.30292938,-96.59563862,20017
"1055",84020019,37.14994405,-96.2454192,20019
"1056",84020021,37.16928494,-94.8462897,20021
"1057",84020023,39.78580976,-101.7318201,20023
"1058",84020025,37.23577007,-99.81883015,20025
"1059",84020027,39.34948772,-97.16518128,20027
"1060",84020029,39.48028352,-97.64925343,20029
"1061",84020031,38.2365018,-95.73379515,20031
"1062",84020033,37.1911452,-99.27113247,20033
"1063",84020035,37.23781842,-96.83776647,20035
"1064",84020037,37.50675523,-94.85245778,20037
"1065",84020039,39.78468441,-100.4594081,20039
"1066",84020041,38.86600962,-97.15532383,20041
"1067",84020043,39.79067154,-95.14056866,20043
"1068",84020045,38.88503636,-95.2925121,20045
"1069",84020047,37.88735543,-99.31263309,20047
"1070",84020049,37.45338105,-96.24369667,20049
"1071",84020051,38.91458712,-99.31751551,20051
"1072",84020053,38.69677695,-98.20462799,20053
"1073",84020055,38.04340344,-100.7381938,20055
"1074",84020057,37.69200114,-99.88825298,20057
"1075",84020059,38.56443815,-95.28644341,20059
"1076",84020061,38.99871131,-96.7577178,20061
"1077",84020063,38.91588178,-100.4829321,20063
"1078",84020065,39.34987223,-99.88332493,20065
"1079",84020067,37.56227336,-101.3079758,20067
"1080",84020069,37.73836671,-100.4369088,20069
"1081",84020071,38.4808095,-101.8061079,20071
"1082",84020073,37.8774388,-96.23250453,20073
"1083",84020075,37.99978709,-101.7921066,20075
"1084",84020077,37.19175361,-98.07578384,20077
"1085",84020079,38.04293782,-97.42747573,20079
"1086",84020081,37.5620394,-100.8710738,20081
"1087",84020083,38.08780079,-99.89829881,20083
"1088",84020085,39.41673394,-95.79356799,20085
"1089",84020087,39.2347941,-95.38289232,20087
"1090",84020089,39.78470589,-98.21820662,20089
"1091",84020091,38.88548175,-94.82250877,20091
"1092",84020093,38.00017981,-101.321681,20093
"1093",84020095,37.55909527,-98.13638678,20095
"1094",84020097,37.55848695,-99.2856537,20097
"1095",84020099,37.19113093,-95.29849679,20099
"1096",84020101,38.48119447,-100.4660754,20101
"1097",84020103,39.20183497,-95.03620809,20103
"1098",84020105,39.04549684,-98.20756994,20105
"1099",84020107,38.21267844,-94.84254089,20107
"1100",84020109,38.91735806,-101.148475,20109
"1101",84020111,38.45576156,-96.15275715,20111
"1102",84020113,38.39184858,-97.64769869,20113
"1103",84020115,38.35855394,-97.0985251,20115
"1104",84020117,39.78359669,-96.52278974,20117
"1105",84020119,37.23859987,-100.364831,20119
"1106",84020121,38.56383358,-94.83832189,20121
"1107",84020123,39.39331582,-98.20906732,20123
"1108",84020125,37.19236568,-95.74329258,20125
"1109",84020127,38.68827511,-96.65128437,20127
"1110",84020129,37.19141121,-101.7992519,20129
"1111",84020131,39.78345387,-96.01392079,20131
"1112",84020133,37.55862897,-95.30670046,20133
"1113",84020135,38.47974157,-99.91547333,20135
"1114",84020137,39.78443827,-99.90286639,20137
"1115",84020139,38.65235984,-95.72707998,20139
"1116",84020141,39.3503437,-98.76753828,20141
"1117",84020143,39.13237408,-97.65020313,20143
"1118",84020145,38.18108732,-99.23692334,20145
"1119",84020147,39.78465501,-99.34668865,20147
"1120",84020149,39.37925655,-96.34564657,20149
"1121",84020151,37.64780729,-98.73922153,20151
"1122",84020153,39.78525843,-101.0761617,20153
"1123",84020155,37.95230263,-98.08607292,20155
"1124",84020157,39.82799632,-97.65036709,20157
"1125",84020159,38.34616184,-98.19992118,20159
"1126",84020161,39.28935726,-96.73420026,20161
"1127",84020163,39.35022773,-99.32484567,20163
"1128",84020165,38.52275276,-99.30863983,20165
"1129",84020167,38.91462787,-98.76254297,20167
"1130",84020169,38.78369175,-97.65185177,20169
"1131",84020171,38.48222076,-100.9066539,20171
"1132",84020173,37.6842718,-97.4608198,20173
"1133",84020175,37.19324632,-100.8507201,20175
"1134",84020177,39.04100763,-95.7557264,20177
"1135",84020179,39.35018161,-100.4418259,20179
"1136",84020181,39.35147699,-101.7197624,20181
"1137",84020183,39.78516566,-98.78566062,20183
"1138",84020185,38.03100851,-98.71762001,20185
"1139",84020187,37.56304714,-101.7843534,20187
"1140",84020189,37.1923008,-101.3118967,20189
"1141",84020191,37.23682549,-97.47721621,20191
"1142",84020193,39.35107575,-101.0553705,20193
"1143",84020195,38.91467218,-99.87284448,20195
"1144",84020197,38.95471985,-96.20350509,20197
"1145",84020199,38.91686134,-101.7638876,20199
"1146",84020201,39.78420784,-97.0875323,20201
"1147",84020203,38.48178252,-101.3471509,20203
"1148",84020205,37.55937174,-95.74323255,20205
"1149",84020207,37.8865336,-95.74006277,20207
"1150",84020209,39.11727348,-94.76378225,20209
"1151",84021001,37.10459774,-85.28129668,21001
"1152",84021003,36.75197631,-86.19457544,21003
"1153",84021005,38.00671029,-84.99171713,21005
"1154",84021007,37.05842757,-88.99427697,21007
"1155",84021009,36.96469836,-85.93338945,21009
"1156",84021011,38.14735938,-83.74588932,21011
"1157",84021013,36.73355174,-83.67766671,21013
"1158",84021015,38.97065142,-84.72615357,21015
"1159",84021017,38.2054607,-84.21827874,21017
"1160",84021019,38.36176608,-82.68652187,21019
"1161",84021021,37.62680923,-84.8633779,21021
"1162",84021023,38.69158994,-84.08532444,21023
"1163",84021025,37.52333168,-83.31959161,21025
"1164",84021027,37.77377239,-86.42885017,21027
"1165",84021029,37.97162523,-85.68955617,21029
"1166",84021031,37.20946153,-86.68748787,21031
"1167",84021033,37.14749129,-87.86948214,21033
"1168",84021035,36.62093411,-88.2731593,21035
"1169",84021037,38.94384345,-84.37875208,21037
"1170",84021039,36.85372876,-88.9669222,21039
"1171",84021041,38.66599534,-85.12601074,21041
"1172",84021043,38.31690743,-83.05092385,21043
"1173",84021045,37.32533118,-84.92726209,21045
"1174",84021047,36.89267803,-87.49055367,21047
"1175",84021049,37.9689263,-84.14615986,21049
"1176",84021051,37.16451126,-83.712575,21051
"1177",84021053,36.72581156,-85.13377529,21053
"1178",84021055,37.35839237,-88.0882609,21055
"1179",84021057,36.78926125,-85.39050034,21057
"1180",84021059,37.73028906,-87.0901948,21059
"1181",84021061,37.21218923,-86.23955613,21061
"1182",84021063,38.11624059,-83.09771563,21063
"1183",84021065,37.69241417,-83.95956369,21065
"1184",84021067,38.0368225,-84.45576892,21067
"1185",84021069,38.36758311,-83.69657514,21069
"1186",84021071,37.56213922,-82.74750924,21071
"1187",84021073,38.2379395,-84.87962551,21073
"1188",84021075,36.55238827,-89.20140068,21075
"1189",84021077,38.75398691,-84.8558382,21077
"1190",84021079,37.6388668,-84.53289319,21079
"1191",84021081,38.64962758,-84.62415957,21081
"1192",84021083,36.72292505,-88.65143315,21083
"1193",84021085,37.46231118,-86.34248968,21085
"1194",84021087,37.26484328,-85.5540745,21087
"1195",84021089,38.54332505,-82.9215658,21089
"1196",84021091,37.83766422,-86.78280584,21091
"1197",84021093,37.6976111,-85.96319251,21093
"1198",84021095,36.85699301,-83.21899516,21095
"1199",84021097,38.44188174,-84.32869741,21097
"1200",84021099,37.29943898,-85.88461055,21099
"1201",84021101,37.79344553,-87.57392021,21101
"1202",84021103,38.44942688,-85.11587507,21103
"1203",84021105,36.6794808,-88.97875928,21105
"1204",84021107,37.30939025,-87.54670406,21107
"1205",84021109,37.41866422,-83.99825483,21109
"1206",84021111,38.18664655,-85.65931031,21111
"1207",84021113,37.87119786,-84.58252003,21113
"1208",84021115,37.85106355,-82.8264322,21115
"1209",84021117,38.93950319,-84.53241199,21117
"1210",84021119,37.35388197,-82.94981134,21119
"1211",84021121,36.89225732,-83.85403396,21121
"1212",84021123,37.54567114,-85.70138352,21123
"1213",84021125,37.10975748,-84.11321779,21125
"1214",84021127,38.07136018,-82.72882223,21127
"1215",84021129,37.59645942,-83.71513901,21129
"1216",84021131,37.09246661,-83.37999606,21131
"1217",84021133,37.12306748,-82.85346474,21133
"1218",84021135,38.53184419,-83.37735618,21135
"1219",84021137,37.45475628,-84.6565327,21137
"1220",84021139,37.21137452,-88.34797529,21139
"1221",84021141,36.85949479,-86.877635,21141
"1222",84021143,37.02080035,-88.07886257,21143
"1223",84021145,37.05350953,-88.70445755,21145
"1224",84021147,36.73874143,-84.48102924,21147
"1225",84021149,37.5301951,-87.26803443,21149
"1226",84021151,37.71659336,-84.27220275,21151
"1227",84021153,37.70820545,-83.0657714,21153
"1228",84021155,37.55218078,-85.26898542,21155
"1229",84021157,36.8800707,-88.32803576,21157
"1230",84021159,37.79990579,-82.51247478,21159
"1231",84021161,38.59471935,-83.82151043,21161
"1232",84021163,37.96163597,-86.21028219,21163
"1233",84021165,37.94090733,-83.59985712,21165
"1234",84021167,37.81474237,-84.87488475,21167
"1235",84021169,36.99459295,-85.63123699,21169
"1236",84021171,36.71225341,-85.71596443,21171
"1237",84021173,38.03253032,-83.9145241,21173
"1238",84021175,37.92465657,-83.25558245,21175
"1239",84021177,37.21425819,-87.14632053,21177
"1240",84021179,37.80335779,-85.4657193,21179
"1241",84021181,38.33342292,-84.01889177,21181
"1242",84021183,37.47751843,-86.85368087,21183
