"","UID","lat","lon","FIPS"
"1243",84021185,38.39791089,-85.448222,21185
"1244",84021187,38.51679143,-84.82404619,21187
"1245",84021189,37.42823949,-83.68811419,21189
"1246",84021191,38.69607718,-84.35599463,21191
"1247",84021193,37.25023553,-83.22922731,21193
"1248",84021195,37.47088263,-82.39487445,21195
"1249",84021197,37.83218794,-83.82553961,21197
"1250",84021199,37.10466131,-84.57629079,21199
"1251",84021201,38.51923469,-84.05055616,21201
"1252",84021203,37.36642393,-84.31176452,21203
"1253",84021205,38.19484205,-83.42088935,21205
"1254",84021207,36.99308373,-85.06070117,21207
"1255",84021209,38.29622293,-84.5816631,21209
"1256",84021211,38.21476019,-85.194223,21211
"1257",84021213,36.74058474,-86.58047435,21213
"1258",84021215,38.03223971,-85.32749335,21215
"1259",84021217,37.3677562,-85.3329931,21217
"1260",84021219,36.8381152,-87.17878374,21219
"1261",84021221,36.80767017,-87.87333656,21221
"1262",84021223,38.61056487,-85.33775972,21223
"1263",84021225,37.66166713,-87.94300009,21225
"1264",84021227,36.99903045,-86.42672751,21227
"1265",84021229,37.75599461,-85.17407732,21229
"1266",84021231,36.80310688,-84.8251971,21231
"1267",84021233,37.52168356,-87.67989953,21233
"1268",84021235,36.75700531,-84.14541217,21235
"1269",84021237,37.73941626,-83.49303612,21237
"1270",84021239,38.04178222,-84.7417556,21239
"1271",84022001,30.2950649,-92.41419698,22001
"1272",84022003,30.65385745,-92.82442028,22003
"1273",84022005,30.20406249,-90.9132841,22005
"1274",84022007,29.89946234,-91.06461642,22007
"1275",84022009,31.07796211,-92.00079449,22009
"1276",84022011,30.64836518,-93.34173616,22011
"1277",84022013,32.34569994,-93.05398492,22013
"1278",84022015,32.67932307,-93.60460152,22015
"1279",84022017,32.57991587,-93.88375652,22017
"1280",84022019,30.22931235,-93.35400434,22019
"1281",84022021,32.0902519,-92.11752148,22021
"1282",84022023,29.87592238,-93.19310676,22023
"1283",84022025,31.66778967,-91.84526385,22025
"1284",84022027,32.82308512,-92.99526883,22027
"1285",84022029,31.44817835,-91.63814433,22029
"1286",84022031,32.05457447,-93.74130302,22031
"1287",84022033,30.53842039,-91.09777565,22033
"1288",84022035,32.73926954,-91.23425694,22035
"1289",84022037,30.84425359,-91.04976723,22037
"1290",84022039,30.72985248,-92.39915924,22039
"1291",84022041,32.13675181,-91.67589857,22041
"1292",84022043,31.59882456,-92.56124347,22043
"1293",84022045,29.86803617,-91.75871777,22045
"1294",84022047,30.25734305,-91.3499598,22047
"1295",84022049,32.30251776,-92.55692092,22049
"1296",84022051,29.74075478,-90.11115756,22051
"1297",84022053,30.26896765,-92.81210004,22053
"1298",84022055,30.2049055,-92.06959876,22055
"1299",84022057,29.52470226,-90.40976986,22057
"1300",84022059,31.67884782,-92.15907765,22059
"1301",84022061,32.6003154,-92.6659741,22061
"1302",84022063,30.44143993,-90.73061664,22063
"1303",84022065,32.36918118,-91.23973355,22065
"1304",84022067,32.81686191,-91.80421614,22067
"1305",84022069,31.72321584,-93.09816516,22069
"1306",84022071,30.06971951,-89.92660315,22071
"1307",84022073,32.47645559,-92.15704172,22073
"1308",84022075,29.42245447,-89.60322085,22075
"1309",84022077,30.71409502,-91.60209535,22077
"1310",84022079,31.19778499,-92.52997303,22079
"1311",84022081,32.09530039,-93.34213308,22081
"1312",84022083,32.41391005,-91.76634876,22083
"1313",84022085,31.56388699,-93.55433981,22085
"1314",84022087,29.87761636,-89.51887093,22087
"1315",84022089,29.90709658,-90.35555967,22089
"1316",84022091,30.82210324,-90.71013176,22091
"1317",84022093,30.02531716,-90.80212061,22093
"1318",84022095,30.12597499,-90.4753503,22095
"1319",84022097,30.59724262,-92.00135806,22097
"1320",84022099,30.13112107,-91.61403569,22099
"1321",84022101,29.69262097,-91.44702164,22101
"1322",84022103,30.40942847,-89.95642711,22103
"1323",84022105,30.62888673,-90.40664996,22105
"1324",84022107,32.00760749,-91.32915234,22107
"1325",84022109,29.37343766,-90.82626855,22109
"1326",84022111,32.83121059,-92.3749373,22111
"1327",84022113,29.83517605,-92.30292538,22113
"1328",84022115,31.10884837,-93.18153838,22115
"1329",84022117,30.85288548,-90.03866652,22117
"1330",84022119,32.70847669,-93.33121835,22119
"1331",84022121,30.46058217,-91.30989571,22121
"1332",84022123,32.78550125,-91.461201,22123
"1333",84022125,30.87882871,-91.4148538,22125
"1334",84022127,31.94449367,-92.63789413,22127
"1335",84023001,44.1664747,-70.20380627,23001
"1336",84023003,46.65926321,-68.59841248,23003
"1337",84023005,43.8370751,-70.37226999,23005
"1338",84023007,44.97330019,-70.44381045,23007
"1339",84023009,44.59816444,-68.38401854,23009
"1340",84023011,44.40759555,-69.76738544,23011
"1341",84023013,44.11486325,-69.10529169,23013
"1342",84023015,44.05996956,-69.54227124,23015
"1343",84023017,44.49952995,-70.75682123,23017
"1344",84023019,45.40194593,-68.65020455,23019
"1345",84023021,45.83839062,-69.2860223,23021
"1346",84023023,43.95415864,-69.85074999,23023
"1347",84023025,45.51229767,-69.95995554,23025
"1348",84023027,44.4858305,-69.12061935,23027
"1349",84023029,45.01607142,-67.62813524,23029
"1350",84023031,43.47808377,-70.71052375,23031
"1351",84024001,39.62357628,-78.69280486,24001
"1352",84024003,39.00670238,-76.60329337,24003
"1353",84024005,39.45784712,-76.62911955,24005
"1354",84024009,38.53961642,-76.56820632,24009
"1355",84024011,38.87172293,-75.82904158,24011
"1356",84024013,39.56453592,-77.02373735,24013
"1357",84024015,39.56647682,-75.94627411,24015
"1358",84024017,38.51092331,-76.98580666,24017
"1359",84024019,38.45413522,-76.02752426,24019
"1360",84024021,39.47296601,-77.39999394,24021
"1361",84024023,39.52786077,-79.27355126,24023
"1362",84024025,39.55010644,-76.3077594,24025
"1363",84024027,39.25305293,-76.93126208,24027
"1364",84024029,39.24976208,-76.04741541,24029
"1365",84024031,39.13676329,-77.20358245,24031
"1366",84024033,38.83070039,-76.8496441,24033
"1367",84024035,39.06198912,-76.03530977,24035
"1368",84024037,38.30058422,-76.6062928,24037
"1369",84024039,38.1163542,-75.75118623,24039
"1370",84024041,38.76618159,-76.10882561,24041
"1371",84024043,39.60835778,-77.82002295,24043
"1372",84024045,38.37301947,-75.62705831,24045
"1373",84024047,38.21274277,-75.33200012,24047
"1374",84024510,39.30211911,-76.61151012,24510
"1375",84025001,41.72980578,-70.28854339,25001
"1376",84025003,42.37428441,-73.20524838,25003
"1377",84025005,41.79228404,-71.10872211,25005
"1378",84025007,41.40674725,-70.68763497,25007
"1379",84025009,42.6687626,-70.94687179,25009
"1380",84025011,42.58119713,-72.58602547,25011
"1381",84025013,42.13440424,-72.63235561,25013
"1382",84025015,42.33997957,-72.65898478,25015
"1383",84025017,42.48607732,-71.39049229,25017
"1384",84025019,41.2942019,-70.08774729,25019
"1385",84025021,42.16073095,-71.20530408,25021
"1386",84025023,41.94070556,-70.80802823,25023
"1387",84025025,42.3279514,-71.07850442,25025
"1388",84025027,42.35026951,-71.90493363,25027
"1389",84026001,44.6846864,-83.59507875,26001
"1390",84026003,46.41292944,-86.60260122,26003
"1391",84026005,42.59147037,-85.89102866,26005
"1392",84026007,45.03477666,-83.62212411,26007
"1393",84026009,44.99690221,-85.15503082,26009
"1394",84026011,44.0636262,-83.89277559,26011
"1395",84026013,46.6720582,-88.36363591,26013
"1396",84026015,42.59513984,-85.30834519,26015
"1397",84026017,43.70639106,-83.98731479,26017
"1398",84026019,44.63899297,-86.01608482,26019
"1399",84026021,41.95447397,-86.4131308,26021
"1400",84026023,41.91600556,-85.05929476,26023
"1401",84026025,42.24633834,-85.00493569,26025
"1402",84026027,41.91522292,-85.99405727,26027
"1403",84026029,45.37790017,-85.19614053,26029
"1404",84026031,45.44787015,-84.50122149,26031
"1405",84026033,46.29552653,-84.54353449,26033
"1406",84026035,43.98794227,-84.8481986,26035
"1407",84026037,42.94400871,-84.60145248,26037
"1408",84026039,44.68255561,-84.61006219,26039
"1409",84026041,45.9048491,-86.9080745,26041
"1410",84026043,46.00999672,-87.86961634,26043
"1411",84026045,42.59599185,-84.83740035,26045
"1412",84026047,45.52625509,-84.89083249,26047
"1413",84026049,43.02244215,-83.70589709,26049
"1414",84026051,43.98901072,-84.38774817,26051
"1415",84026053,46.40862701,-89.69377193,26053
"1416",84026055,44.69565625,-85.55585247,26055
"1417",84026057,43.29265605,-84.60505416,26057
"1418",84026059,41.88753639,-84.59312019,26059
"1419",84026061,46.89988536,-88.68495385,26061
"1420",84026063,43.83353985,-83.04078453,26063
"1421",84026065,42.59716886,-84.37472069,26065
"1422",84026067,42.94502238,-85.07413319,26067
"1423",84026069,44.35486835,-83.63484895,26069
"1424",84026071,46.20974132,-88.53136251,26071
"1425",84026073,43.64060976,-84.84664923,26073
"1426",84026075,42.24807035,-84.42258681,26075
"1427",84026077,42.24542231,-85.53038622,26077
"1428",84026079,44.68512729,-85.09085699,26079
"1429",84026081,43.03197711,-85.54934642,26081
"1430",84026083,47.63197653,-88.41434263,26083
"1431",84026085,43.99050893,-85.802173,26085
"1432",84026087,43.09052506,-83.22153148,26087
"1433",84026089,44.94430054,-85.80150326,26089
"1434",84026091,41.89475156,-84.06603727,26091
"1435",84026093,42.60302282,-83.91297209,26093
"1436",84026095,46.47227431,-85.54471223,26095
"1437",84026097,46.07028979,-85.04980537,26097
"1438",84026099,42.69158356,-82.92752801,26099
"1439",84026101,44.33352407,-86.05626916,26101
"1440",84026103,46.4338914,-87.64043701,26103
"1441",84026105,43.99509218,-86.24988902,26105
"1442",84026107,43.64064262,-85.32463223,26107
"1443",84026109,45.58038692,-87.55370409,26109
"1444",84026111,43.64330771,-84.38804374,26111
"1445",84026113,44.33772443,-85.09256478,26113
"1446",84026115,41.92734151,-83.53749864,26115
"1447",84026117,43.31082541,-85.15252824,26117
"1448",84026119,45.0275929,-84.12696227,26119
"1449",84026121,43.29123859,-86.15176712,26121
"1450",84026123,43.554374,-85.80070107,26123
"1451",84026125,42.66090111,-83.38595416,26125
"1452",84026127,43.64124435,-86.26726673,26127
"1453",84026129,44.33481032,-84.12725175,26129
"1454",84026131,46.6652262,-89.31390481,26131
"1455",84026133,43.98992088,-85.32566756,26133
"1456",84026135,44.68192279,-84.12939244,26135
"1457",84026137,45.02085831,-84.59898295,26137
"1458",84026139,42.95996803,-85.9969107,26139
"1459",84026141,45.34018577,-83.91498656,26141
"1460",84026143,44.33473082,-84.61067651,26143
"1461",84026145,43.33433923,-84.0513121,26145
"1462",84026147,42.92655373,-82.67937954,26147
"1463",84026149,41.91441767,-85.52797979,26149
"1464",84026151,43.42406072,-82.82055898,26151
"1465",84026153,46.19235734,-86.19972234,26153
"1466",84026155,42.953928,-84.14585902,26155
"1467",84026157,43.46606813,-83.41897025,26157
"1468",84026159,42.25190229,-86.01939087,26159
"1469",84026161,42.253105,-83.83853204,26161
"1470",84026163,42.28098405,-83.281255,26163
"1471",84026165,44.33853602,-85.57712739,26165
"1472",84027001,46.60962049,-93.4116826,27001
"1473",84027003,45.27476015,-93.24604565,27003
"1474",84027005,46.93479392,-95.67158144,27005
"1475",84027007,47.97373527,-94.93732139,27007
"1476",84027009,45.69804958,-93.99514135,27009
"1477",84027011,45.42712824,-96.41403739,27011
"1478",84027013,44.03554215,-94.06699781,27013
"1479",84027015,44.24205652,-94.72562874,27015
"1480",84027017,46.59180601,-92.67601019,27017
"1481",84027019,44.82017001,-93.8009918,27019
"1482",84027021,46.95043611,-94.32603968,27021
"1483",84027023,45.02343421,-95.56403693,27023
"1484",84027025,45.5021011,-92.90861945,27025
"1485",84027027,46.89289518,-96.48761922,27027
"1486",84027029,47.57992111,-95.37790562,27029
"1487",84027031,47.90504893,-90.52629546,27031
"1488",84027033,44.00715262,-95.18138802,27033
"1489",84027035,46.48096553,-94.06755609,27035
"1490",84027037,44.67172617,-93.06299363,27037
"1491",84027039,44.02238415,-92.86244324,27039
"1492",84027041,45.93348491,-95.45335469,27041
"1493",84027043,43.67381499,-93.94787458,27043
"1494",84027045,43.67394126,-92.08980382,27045
"1495",84027047,43.67385583,-93.34884422,27047
"1496",84027049,44.40849741,-92.7234195,27049
"1497",84027051,45.93424769,-96.01139609,27051
"1498",84027053,45.00761521,-93.47694895,27053
"1499",84027055,43.67129565,-91.49143057,27055
"1500",84027057,47.10778564,-94.91693868,27057
"1501",84027059,45.56181234,-93.29487636,27059
"1502",84027061,47.51009045,-93.63092229,27061
"1503",84027063,43.67423373,-95.15398258,27063
"1504",84027065,45.9459309,-93.29275192,27065
"1505",84027067,45.1526059,-95.00586446,27067
"1506",84027069,48.77754106,-96.78317184,27069
"1507",84027071,48.24539665,-93.78352843,27071
"1508",84027073,44.9973857,-96.17488219,27073
"1509",84027075,47.64270764,-91.44557998,27075
"1510",84027077,48.77217001,-94.90274472,27077
"1511",84027079,44.37136597,-93.72844721,27079
"1512",84027081,44.41311883,-96.26688165,27081
"1513",84027083,44.41327865,-95.83806103,27083
"1514",84027085,44.82367677,-94.27287017,27085
"1515",84027087,47.32557075,-95.80921485,27087
"1516",84027089,48.35825983,-96.37017407,27089
"1517",84027091,43.67429718,-94.55099908,27091
"1518",84027093,45.12328869,-94.52839455,27093
"1519",84027095,45.93705297,-93.63236823,27095
"1520",84027097,46.01265363,-94.27341528,27097
"1521",84027099,43.67142874,-92.75234549,27099
"1522",84027101,44.02216709,-95.76328482,27101
"1523",84027103,44.35291112,-94.24710352,27103
"1524",84027105,43.67434621,-95.75329576,27105
"1525",84027107,47.32628443,-96.45620947,27107
"1526",84027109,44.00374114,-92.40209944,27109
"1527",84027111,46.40846929,-95.70835255,27111
"1528",84027113,48.06642577,-96.0370814,27113
"1529",84027115,46.12105238,-92.74070188,27115
"1530",84027117,44.02301619,-96.25841142,27117
"1531",84027119,47.77372465,-96.40134647,27119
"1532",84027121,45.58606667,-95.44451209,27121
"1533",84027123,45.01625271,-93.09872295,27123
"1534",84027125,47.87197525,-96.09561104,27125
"1535",84027127,44.40555844,-95.25207021,27127
"1536",84027129,44.72836381,-94.94553734,27129
"1537",84027131,44.3543376,-93.29658715,27131
"1538",84027133,43.67482683,-96.25296832,27133
"1539",84027135,48.77501878,-95.81079919,27135
"1540",84027137,47.6048407,-92.46879855,27137
"1541",84027139,44.6490231,-93.53340251,27139
"1542",84027141,45.44447208,-93.77617511,27141
"1543",84027143,44.5796592,-94.23164924,27143
"1544",84027145,45.55192576,-94.61078221,27145
"1545",84027147,44.02240351,-93.22627088,27147
"1546",84027149,45.58613007,-96.00163705,27149
"1547",84027151,45.2829032,-95.68264092,27151
"1548",84027153,46.06996226,-94.89785296,27153
"1549",84027155,45.77298854,-96.47062949,27155
"1550",84027157,44.28424356,-92.23121312,27157
"1551",84027159,46.58589171,-94.96968506,27159
"1552",84027161,44.02211116,-93.58720034,27161
"1553",84027163,45.03864533,-92.88429635,27163
"1554",84027165,43.97823903,-94.61413846,27165
"1555",84027167,46.35721532,-96.4684375,27167
"1556",84027169,43.98772283,-91.78081305,27169
"1557",84027171,45.17297924,-93.96234781,27171
"1558",84027173,44.71710183,-95.86842453,27173
"1559",84028001,31.47669768,-91.35326037,28001
"1560",84028003,34.88084463,-88.57996173,28003
"1561",84028005,31.17467303,-90.80501621,28005
"1562",84028007,33.08658803,-89.57838564,28007
"1563",84028009,34.81681228,-89.18945516,28009
"1564",84028011,33.79696941,-90.87372121,28011
"1565",84028013,33.93683395,-89.33686647,28013
"1566",84028015,33.44834567,-89.91994479,28015
"1567",84028017,33.91983202,-88.9481545,28017
"1568",84028019,33.34598242,-89.24809382,28019
"1569",84028021,31.97061673,-90.90702196,28021
"1570",84028023,32.04158545,-88.6889622,28023
"1571",84028025,33.65358105,-88.77784255,28025
"1572",84028027,34.22772299,-90.60415045,28027
"1573",84028029,31.86977774,-90.44565118,28029
"1574",84028031,31.63225413,-89.55389939,28031
"1575",84028033,34.87625235,-89.99091418,28033
"1576",84028035,31.18961454,-89.25832496,28035
"1577",84028037,31.47786634,-90.89672989,28037
"1578",84028039,30.86259065,-88.64436789,28039
"1579",84028041,31.21444233,-88.63922281,28041
"1580",84028043,33.77036166,-89.80245083,28043
"1581",84028045,30.41830223,-89.48851033,28045
"1582",84028047,30.51359752,-89.12467576,28047
"1583",84028049,32.2656285,-90.44435448,28049
"1584",84028051,33.12345854,-90.08923538,28051
"1585",84028053,33.12825718,-90.52252707,28053
"1586",84028055,32.72531359,-90.97392828,28055
"1587",84028057,34.27993475,-88.3606733,28057
"1588",84028059,30.54020656,-88.64184064,28059
"1589",84028061,32.01922104,-89.11786866,28061
"1590",84028063,31.73397872,-91.03764977,28063
"1591",84028065,31.56884708,-89.8267099,28065
"1592",84028067,31.62257767,-89.168969,28067
"1593",84028069,32.75462946,-88.64105766,28069
"1594",84028071,34.35687874,-89.48490961,28071
"1595",84028073,31.20572971,-89.5077704,28073
"1596",84028075,32.40419769,-88.66229662,28075
"1597",84028077,31.55147224,-90.10841127,28077
"1598",84028079,32.7536828,-89.52402044,28079
"1599",84028081,34.2918775,-88.68149954,28081
"1600",84028083,33.55545125,-90.29900733,28083
"1601",84028085,31.53288662,-90.45391915,28085
"1602",84028087,33.47386518,-88.4419153,28087
"1603",84028089,32.63389156,-90.03513564,28089
"1604",84028091,31.23132643,-89.8209217,28091
"1605",84028093,34.76216286,-89.50299462,28093
"1606",84028095,33.89236763,-88.4808438,28095
"1607",84028097,33.49419589,-89.61729103,28097
"1608",84028099,32.75339664,-89.11726492,28099
"1609",84028101,32.40021118,-89.11843336,28101
"1610",84028103,33.11009499,-88.56949061,28103
"1611",84028105,33.42491685,-88.87905132,28105
"1612",84028107,34.36398677,-89.95064249,28107
"1613",84028109,30.77090935,-89.58677275,28109
"1614",84028111,31.17161885,-88.99281835,28111
"1615",84028113,31.17507789,-90.40392572,28113
"1616",84028115,34.226046,-89.03636807,28115
"1617",84028117,34.61810501,-88.51986294,28117
"1618",84028119,34.25157572,-90.28908,28119
"1619",84028121,32.26469147,-89.94537876,28121
"1620",84028123,32.4067041,-89.53789439,28123
"1621",84028125,32.88149103,-90.8159538,28125
"1622",84028127,31.91282117,-89.91716179,28127
"1623",84028129,32.01744532,-89.50644846,28129
"1624",84028131,30.79187949,-89.11547539,28131
"1625",84028133,33.60192578,-90.58882684,28133
"1626",84028135,33.95339918,-90.1729398,28135
"1627",84028137,34.65133709,-89.94485778,28137
"1628",84028139,34.76872156,-88.90988194,28139
"1629",84028141,34.74023475,-88.23917219,28141
"1630",84028143,34.64967704,-90.37481167,28143
"1631",84028145,34.49162015,-89.00776006,28145
"1632",84028147,31.14971548,-90.10446654,28147
"1633",84028149,32.35810271,-90.83352619,28149
"1634",84028151,33.28392041,-90.94196237,28151
"1635",84028153,31.64135687,-88.69573913,28153
"1636",84028155,33.61300486,-89.28392912,28155
"1637",84028157,31.16078225,-91.31018819,28157
"1638",84028159,33.08747908,-89.03391385,28159
"1639",84028161,34.02824175,-89.7076205,28161
"1640",84028163,32.77890365,-90.39656148,28163
"1641",84029001,40.19058551,-92.60078167,29001
"1642",84029003,39.98492163,-94.80163024,29003
"1643",84029005,40.43238737,-95.42970639,29005
"1644",84029007,39.215877,-91.84242683,29007
"1645",84029009,36.70978521,-93.82919888,29009
"1646",84029011,37.50207671,-94.34757022,29011
"1647",84029013,38.25271289,-94.34113157,29013
"1648",84029015,38.29503305,-93.28756116,29015
"1649",84029017,37.32449052,-90.02725304,29017
"1650",84029019,38.99186229,-92.30723575,29019
"1651",84029021,39.65816401,-94.80138942,29021
"1652",84029023,36.71462476,-90.40421163,29023
"1653",84029025,39.65620858,-93.98308093,29025
"1654",84029027,38.83674754,-91.92186505,29027
"1655",84029029,38.02199522,-92.76083747,29029
"1656",84029031,37.38489388,-89.6843587,29031
"1657",84029033,39.42762566,-93.50626255,29033
"1658",84029035,36.94160441,-90.96051322,29035
"1659",84029037,38.64789422,-94.353399,29037
"1660",84029039,37.72391475,-93.85445441,29039
"1661",84029041,39.51499357,-92.9629191,29041
"1662",84029043,36.9711783,-93.18537118,29043
"1663",84029045,40.41040752,-91.73661677,29045
"1664",84029047,39.31132056,-94.41850862,29047
"1665",84029049,39.6013098,-94.40465394,29049
"1666",84029051,38.50455671,-92.27860244,29051
"1667",84029053,38.844478,-92.80896081,29053
"1668",84029055,37.97663738,-91.30528104,29055
"1669",84029057,37.431814,-93.8503345,29057
"1670",84029059,37.6811355,-93.02127031,29059
"1671",84029061,39.96145298,-93.98519678,29061
"1672",84029063,39.89201062,-94.40476508,29063
"1673",84029065,37.60663134,-91.50790473,29065
"1674",84029067,36.9325593,-92.49905109,29067
"1675",84029069,36.27167174,-90.09122243,29069
"1676",84029071,38.41127108,-91.07522826,29071
"1677",84029073,38.43947277,-91.50847147,29073
"1678",84029075,40.21097916,-94.40944419,29075
"1679",84029077,37.2575872,-93.34230916,29077
"1680",84029079,40.11406587,-93.56509276,29079
"1681",84029081,40.35570088,-93.99222144,29081
"1682",84029083,38.38482826,-93.79293734,29083
"1683",84029085,37.94163617,-93.3203037,29085
"1684",84029087,40.09799248,-95.2163888,29087
"1685",84029089,39.1435761,-92.69756691,29089
"1686",84029091,36.77383887,-91.88683935,29091
"1687",84029093,37.55487945,-90.7735296,29093
"1688",84029095,39.01002188,-94.34724536,29095
"1689",84029097,37.20351921,-94.34050458,29097
"1690",84029099,38.25926778,-90.53870896,29099
"1691",84029101,38.74719601,-93.80691168,29101
"1692",84029103,40.12699751,-92.14780832,29103
"1693",84029105,37.65896829,-92.5888493,29105
"1694",84029107,39.06986886,-93.78076396,29107
"1695",84029109,37.10626634,-93.83293097,29109
"1696",84029111,40.09673161,-91.72070156,29111
"1697",84029113,39.05345619,-90.95588181,29113
"1698",84029115,39.87001769,-93.10704106,29115
"1699",84029117,39.78110272,-93.54645978,29117
"1700",84029119,36.62869595,-94.34867205,29119
"1701",84029121,39.83049768,-92.56453089,29121
"1702",84029123,37.47865134,-90.3467143,29123
"1703",84029125,38.16193985,-91.92249662,29125
"1704",84029127,39.80601912,-91.62203062,29127
"1705",84029129,40.42212303,-93.5682959,29129
"1706",84029131,38.21450288,-92.42610898,29131
"1707",84029133,36.82516239,-89.29505753,29133
"1708",84029135,38.63571781,-92.57976951,29135
"1709",84029137,39.49593978,-92.00043978,29137
"1710",84029139,38.94022054,-91.47000721,29139
"1711",84029141,38.4181765,-92.88791859,29141
"1712",84029143,36.59666326,-89.66070007,29143
"1713",84029145,36.90519407,-94.3394104,29145
"1714",84029147,40.36079813,-94.88133008,29147
"1715",84029149,36.68710164,-91.4033755,29149
"1716",84029151,38.46036182,-91.8613635,29151
"1717",84029153,36.64916339,-92.44459066,29153
"1718",84029155,36.2130572,-89.78742322,29155
"1719",84029157,37.70660776,-89.82741088,29157
"1720",84029159,38.72798918,-93.28471706,29159
"1721",84029161,37.87736118,-91.79351727,29161
"1722",84029163,39.34310674,-91.16980779,29163
"1723",84029165,39.38154439,-94.77068479,29165
"1724",84029167,37.6162296,-93.39828174,29167
"1725",84029169,37.82462075,-92.20783203,29169
"1726",84029171,40.47942497,-93.02042674,29171
"1727",84029173,39.52817427,-91.51838643,29173
"1728",84029175,39.44007257,-92.4971374,29175
"1729",84029177,39.3537468,-93.98905745,29177
"1730",84029179,37.36085952,-90.97009925,29179
"1731",84029181,36.65460667,-90.85990261,29181
"1732",84029183,38.77875681,-90.66662425,29183
"1733",84029185,38.03699437,-93.77631447,29185
"1734",84029186,37.89090059,-90.1949941,29186
"1735",84029187,37.81214171,-90.47598685,29187
"1736",84029189,38.6377004,-90.4458375,29189
"1737",84029195,39.13734288,-93.20259964,29195
"1738",84029197,40.46921489,-92.52311943,29197
"1739",84029199,40.45214695,-92.14709064,29199
"1740",84029201,37.05588075,-89.56474493,29201
"1741",84029203,37.15772072,-91.40190382,29203
"1742",84029205,39.79742518,-92.07634971,29205
"1743",84029207,36.85571651,-89.9444155,29207
"1744",84029209,36.75000327,-93.45256475,29209
"1745",84029211,40.2099105,-93.11150106,29211
"1746",84029213,36.65465345,-93.04075153,29213
"1747",84029215,37.31728859,-91.96564727,29215
"1748",84029217,37.8457799,-94.34127305,29217
"1749",84029219,38.76529479,-91.16124662,29219
"1750",84029221,37.96130078,-90.87948158,29221
"1751",84029223,37.11303869,-90.46001416,29223
"1752",84029225,37.2813734,-92.876329,29225
"1753",84029227,40.47945588,-94.42328751,29227
"1754",84029229,37.27029221,-92.46914488,29229
"1755",84029510,38.63555736,-90.24349225,29510
"1756",84030001,45.13434354,-112.8984694,30001
"1757",84030003,45.42335905,-107.492347,30003
"1758",84030005,48.43175214,-108.9582723,30005
"1759",84030007,46.33277565,-111.4955813,30007
"1760",84030009,45.22850116,-109.0274047,30009
"1761",84030011,45.5197966,-104.5395536,30011
"1762",84030013,47.30797024,-111.3467922,30013
"1763",84030015,47.88084126,-110.4353362,30015
"1764",84030017,46.25319932,-105.5737526,30017
"1765",84030019,48.78420029,-105.5476343,30019
"1766",84030021,47.26584855,-104.8944417,30021
"1767",84030023,46.05953325,-113.073353,30023
"1768",84030025,46.33478338,-104.4183565,30025
"1769",84030027,47.26331584,-109.2245206,30027
"1770",84030029,48.29575866,-114.0520569,30029
"1771",84030031,45.54486106,-111.1692571,30031
"1772",84030033,47.27545948,-107.0002351,30033
"1773",84030035,48.70513576,-112.9934235,30035
"1774",84030037,46.3816474,-109.1768522,30037
"1775",84030039,46.4060522,-113.4414186,30039
"1776",84030041,48.62879827,-110.1129252,30041
"1777",84030043,46.14907081,-112.094396,30043
"1778",84030045,47.04581276,-110.2660688,30045
"1779",84030047,47.64514965,-114.0898013,30047
"1780",84030049,47.12610041,-112.394698,30049
"1781",84030051,48.56084317,-111.024307,30051
"1782",84030053,48.54265777,-115.4046155,30053
"1783",84030055,47.64469406,-105.7944994,30055
"1784",84030057,45.30080065,-111.9173017,30057
"1785",84030059,46.59907074,-110.8898557,30059
"1786",84030061,47.15283992,-115.0015239,30061
"1787",84030063,47.03728583,-113.9213508,30063
"1788",84030065,46.49684637,-108.39498,30065
"1789",84030067,45.48965095,-110.5264394,30067
"1790",84030069,47.1182463,-108.2508876,30069
"1791",84030071,48.25936577,-107.9128511,30071
"1792",84030073,48.22773388,-112.2252703,30073
"1793",84030075,45.39617714,-105.636738,30075
"1794",84030077,46.85538891,-112.9359164,30077
"1795",84030079,46.86048047,-105.379384,30079
"1796",84030081,46.08520862,-114.1189164,30081
"1797",84030083,47.78668011,-104.5610786,30083
"1798",84030085,48.29607488,-105.0079268,30085
"1799",84030087,46.23397237,-106.729288,30087
"1800",84030089,47.67657534,-115.1329916,30089
"1801",84030091,48.72085833,-104.503829,30091
"1802",84030093,45.90018933,-112.6620092,30093
"1803",84030095,45.67071407,-109.3950061,30095
"1804",84030097,45.81367654,-109.9425686,30097
"1805",84030099,47.83741052,-112.2410688,30099
"1806",84030101,48.65577551,-111.6942414,30101
"1807",84030103,46.2097322,-107.2666516,30103
"1808",84030105,48.36435097,-106.6669635,30105
"1809",84030107,46.46652491,-109.8464636,30107
"1810",84030109,46.95925154,-104.2510927,30109
"1811",84030111,45.93955949,-108.2691486,30111
"1812",84031001,40.5244942,-98.50117804,31001
"1813",84031003,42.17695516,-98.0666283,31003
"1814",84031005,41.56896142,-101.6959559,31005
"1815",84031007,41.54634427,-103.7114332,31007
"1816",84031009,41.91311716,-99.97677845,31009
"1817",84031011,41.70759415,-98.06737183,31011
"1818",84031013,42.22079243,-103.0878834,31013
"1819",84031015,42.8997274,-98.76486568,31015
"1820",84031017,42.43018907,-99.92904055,31017
"1821",84031019,40.85486962,-99.07500296,31019
"1822",84031021,41.85056773,-96.32605633,31021
"1823",84031023,41.22703692,-97.13106306,31023
"1824",84031025,40.90899107,-96.13971217,31025
"1825",84031027,42.5988851,-97.25311951,31027
